2025-06-14 00:29:33 INFO Starting training with configuration: {'model': {'name': 'unet', 'alias': 'unet_resnet18', 'encoder_name': 'resnet18', 'encoder_weights': 'None', 'in_channels': 1, 'classes': 1, 'activation': 'sigmoid', 'dropout': 0.0}, 'dataset': {'root': '/home/smadper/TFM/datasets/laticifers', 'image_size': [512, 512], 'patch_size': [512, 512], 'stride': [256, 256], 'num_patches': 20, 'dataset_csv': 'laticifer_dataset_index.csv', 'num_workers': 8, 'dist_transform': True}, 'train': {'batch_size': 1, 'num_epochs': 150, 'learning_rate': 0.001, 'accumulation_steps': 1, 'save_dir': '/home/smadper/TFM/checkpoints', 'log_interval': 1, 'patience': 15, 'experiment_name': 'unet_patched_overlapped_topoloss_bce', 'timestamp': '20250614_002933'}, 'test': {'batch_size': 1, 'save_dir': '/home/smadper/TFM/results'}}
2025-06-14 00:29:33 INFO Loading model unet with settings {'name': 'unet', 'alias': 'unet_resnet18', 'encoder_name': 'resnet18', 'encoder_weights': 'None', 'in_channels': 1, 'classes': 1, 'activation': 'sigmoid', 'dropout': 0.0}
2025-06-14 00:30:11 INFO Epoch 001 | Train Loss: 0.2092 | Val Loss: 0.1789 | Dice: 0.2391 | IoU: 0.2391 | LR: 0.001000
2025-06-14 00:30:48 INFO Epoch 002 | Train Loss: 0.1906 | Val Loss: 0.1735 | Dice: 0.2391 | IoU: 0.2391 | LR: 0.001000
2025-06-14 00:31:26 INFO Epoch 003 | Train Loss: 0.1755 | Val Loss: 0.1429 | Dice: 0.2391 | IoU: 0.2391 | LR: 0.001000
2025-06-14 00:32:04 INFO Epoch 004 | Train Loss: 0.1687 | Val Loss: 0.1318 | Dice: 0.2391 | IoU: 0.2391 | LR: 0.001000
2025-06-14 00:32:42 INFO Epoch 005 | Train Loss: 0.1629 | Val Loss: 0.1226 | Dice: 0.2391 | IoU: 0.2391 | LR: 0.001000
2025-06-14 00:33:19 INFO Epoch 006 | Train Loss: 0.1591 | Val Loss: 0.1208 | Dice: 0.2391 | IoU: 0.2391 | LR: 0.001000
2025-06-14 00:33:57 INFO Epoch 007 | Train Loss: 0.1527 | Val Loss: 0.1217 | Dice: 0.2391 | IoU: 0.2391 | LR: 0.001000
2025-06-14 00:34:35 INFO Epoch 008 | Train Loss: 0.1530 | Val Loss: 0.1216 | Dice: 0.2391 | IoU: 0.2391 | LR: 0.001000
2025-06-14 00:35:13 INFO Epoch 009 | Train Loss: 0.1479 | Val Loss: 0.1192 | Dice: 0.2391 | IoU: 0.2391 | LR: 0.001000
2025-06-14 00:35:51 INFO Epoch 010 | Train Loss: 0.1449 | Val Loss: 0.1249 | Dice: 0.2391 | IoU: 0.2391 | LR: 0.001000
2025-06-14 00:36:29 INFO Epoch 011 | Train Loss: 0.1432 | Val Loss: 0.1195 | Dice: 0.2391 | IoU: 0.2391 | LR: 0.001000
