2025-06-11 00:33:02 INFO Starting training with configuration: {'model': {'name': 'unet', 'alias': 'unet_resnet18', 'encoder_name': 'resnet18', 'encoder_weights': 'None', 'in_channels': 1, 'classes': 1, 'activation': 'sigmoid', 'dropout': 0.2}, 'dataset': {'root': '/home/smadper/TFM/datasets/laticifers', 'image_size': [512, 512], 'csv_name': 'laticifer_dataset_index.csv'}, 'train': {'batch_size': 4, 'num_epochs': 150, 'learning_rate': 0.001, 'accumulation_steps': 1, 'save_dir': '/home/smadper/TFM/checkpoints', 'log_interval': 1, 'patience': 15, 'experiment_name': 'unet_resnet18_dropout', 'timestamp': '20250611_003302'}, 'test': {'batch_size': 4, 'save_dir': '/home/smadper/TFM/results'}}
2025-06-11 00:33:02 INFO Loading model unet with settings {'name': 'unet', 'alias': 'unet_resnet18', 'encoder_name': 'resnet18', 'encoder_weights': 'None', 'in_channels': 1, 'classes': 1, 'activation': 'sigmoid', 'dropout': 0.2}
2025-06-11 00:33:06 INFO Epoch 001 | Train Loss: 0.9324 | Val Loss: 0.9545 | Dice: 0.0821 | IoU: 0.0429 | LR: 0.001000
2025-06-11 00:33:09 INFO Epoch 002 | Train Loss: 0.9092 | Val Loss: 0.9534 | Dice: 0.0843 | IoU: 0.0440 | LR: 0.001000
2025-06-11 00:33:12 INFO Epoch 003 | Train Loss: 0.8945 | Val Loss: 0.9403 | Dice: 0.1240 | IoU: 0.0665 | LR: 0.001000
2025-06-11 00:33:15 INFO Epoch 004 | Train Loss: 0.8787 | Val Loss: 0.9178 | Dice: 0.1946 | IoU: 0.1094 | LR: 0.001000
2025-06-11 00:33:18 INFO Epoch 005 | Train Loss: 0.8641 | Val Loss: 0.9413 | Dice: 0.1101 | IoU: 0.0584 | LR: 0.001000
2025-06-11 00:33:20 INFO Epoch 006 | Train Loss: 0.8443 | Val Loss: 0.8626 | Dice: 0.2955 | IoU: 0.1739 | LR: 0.001000
2025-06-11 00:33:23 INFO Epoch 007 | Train Loss: 0.8251 | Val Loss: 0.8418 | Dice: 0.3287 | IoU: 0.1969 | LR: 0.001000
2025-06-11 00:33:26 INFO Epoch 008 | Train Loss: 0.8031 | Val Loss: 0.8337 | Dice: 0.3163 | IoU: 0.1881 | LR: 0.001000
2025-06-11 00:33:29 INFO Epoch 009 | Train Loss: 0.7815 | Val Loss: 0.7926 | Dice: 0.3579 | IoU: 0.2182 | LR: 0.001000
2025-06-11 00:33:32 INFO Epoch 010 | Train Loss: 0.7640 | Val Loss: 0.9879 | Dice: 0.0061 | IoU: 0.0031 | LR: 0.001000
2025-06-11 00:33:35 INFO Epoch 011 | Train Loss: 0.7514 | Val Loss: 0.7538 | Dice: 0.3456 | IoU: 0.2090 | LR: 0.001000
2025-06-11 00:33:38 INFO Epoch 012 | Train Loss: 0.7402 | Val Loss: 0.7379 | Dice: 0.3760 | IoU: 0.2316 | LR: 0.001000
2025-06-11 00:33:41 INFO Epoch 013 | Train Loss: 0.7304 | Val Loss: 0.7351 | Dice: 0.3458 | IoU: 0.2090 | LR: 0.001000
2025-06-11 00:33:43 INFO Epoch 014 | Train Loss: 0.7275 | Val Loss: 0.7841 | Dice: 0.2531 | IoU: 0.1455 | LR: 0.001000
2025-06-11 00:33:46 INFO Epoch 015 | Train Loss: 0.7200 | Val Loss: 0.7409 | Dice: 0.3410 | IoU: 0.2056 | LR: 0.001000
2025-06-11 00:33:49 INFO Epoch 016 | Train Loss: 0.7115 | Val Loss: 0.7223 | Dice: 0.3795 | IoU: 0.2342 | LR: 0.001000
2025-06-11 00:33:52 INFO Epoch 017 | Train Loss: 0.7129 | Val Loss: 0.7151 | Dice: 0.3640 | IoU: 0.2225 | LR: 0.001000
2025-06-11 00:33:55 INFO Epoch 018 | Train Loss: 0.7130 | Val Loss: 0.7569 | Dice: 0.2759 | IoU: 0.1608 | LR: 0.001000
2025-06-11 00:33:58 INFO Epoch 019 | Train Loss: 0.7057 | Val Loss: 0.7860 | Dice: 0.2327 | IoU: 0.1322 | LR: 0.001000
2025-06-11 00:34:01 INFO Epoch 020 | Train Loss: 0.7063 | Val Loss: 0.7215 | Dice: 0.3695 | IoU: 0.2268 | LR: 0.001000
2025-06-11 00:34:04 INFO Epoch 021 | Train Loss: 0.7031 | Val Loss: 0.7252 | Dice: 0.3383 | IoU: 0.2036 | LR: 0.001000
2025-06-11 00:34:06 INFO Epoch 022 | Train Loss: 0.6993 | Val Loss: 0.7163 | Dice: 0.3799 | IoU: 0.2346 | LR: 0.001000
2025-06-11 00:34:09 INFO Epoch 023 | Train Loss: 0.6948 | Val Loss: 0.8002 | Dice: 0.2096 | IoU: 0.1181 | LR: 0.001000
2025-06-11 00:34:12 INFO Epoch 024 | Train Loss: 0.6946 | Val Loss: 0.6984 | Dice: 0.4054 | IoU: 0.2543 | LR: 0.001000
