2025-07-23 04:15:54 INFO Starting training with configuration: {'model': {'name': 'unet', 'alias': 'unet_timm-resnest50d', 'encoder_name': 'timm-resnest50d', 'encoder_weights': 'imagenet', 'in_channels': 1, 'classes': 1, 'activation': 'sigmoid', 'dropout': 0.2}, 'dataset': {'root': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers', 'patch_size': [512, 512], 'stride': [256, 256], 'num_patches': 40, 'dataset_csv': 'laticifer_dataset_index.csv', 'num_workers': 4, 'positive_ratio': 0.8, 'fg_threshold': 0.04, 'dist_transform': True, 'feature_dirs': {'enhanced': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/enhanced_images', 'mask': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/masks', 'distance': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/distance_maps_pt'}}, 'train': {'batch_size': 16, 'num_epochs': 70, 'learning_rate': 0.001, 'accumulation_steps': 1, 'save_dir': '/data/smadper@alumno.upv.es/TFM/checkpoints/unet/20250723_041554_unet_timm-resnest50d_clahe_sato', 'log_interval': 1, 'patience': 10, 'mixed_precision': True, 'experiment_name': 'unet_timm-resnest50d_clahe_sato', 'timestamp': '20250723_041554'}, 'test': {'batch_size': 1}, 'loss': {'name': 'hausdorff', 'cldice_alpha': 0.3, 'use_topographic': False, 'combine_with': 'dice', 'weights': {'main': 1, 'combined': 1}, 'topo': {'alpha': 2.0, 'beta': 1.0}}}
2025-07-23 04:15:54 INFO Experiment name: unet_timm-resnest50d_clahe_sato
2025-07-23 04:15:54 INFO Loading model unet with settings {'name': 'unet', 'alias': 'unet_timm-resnest50d', 'encoder_name': 'timm-resnest50d', 'encoder_weights': 'imagenet', 'in_channels': 1, 'classes': 1, 'activation': 'sigmoid', 'dropout': 0.2}
2025-07-23 04:15:54 INFO Loading pretrained weights from Hugging Face hub (timm/resnest50d.in1k)
2025-07-23 04:15:54 INFO [timm/resnest50d.in1k] Safe alternative available for 'pytorch_model.bin' (as 'model.safetensors'). Loading weights using safetensors.
2025-07-23 04:15:54 INFO Converted input conv conv1.0 pretrained weights from 3 to 1 channel(s)
2025-07-23 04:15:55 INFO Missing keys (fc.weight, fc.bias) discovered while loading pretrained weights. This is expected if model is being adapted.
2025-07-23 04:18:35 INFO Epoch 001 | Train Loss: 17.3499 | Val Loss: 9.5268 | Dice: 0.0818 | clDice: 0.0825 | IoU: 0.0428 | Tversky: 0.0818 | Hausdorff: 839.1072 | HD95: 412.2656 | LR: 0.001000
2025-07-23 04:21:12 INFO Epoch 002 | Train Loss: 13.3332 | Val Loss: 8.8762 | Dice: 0.3049 | clDice: 0.3255 | IoU: 0.1800 | Tversky: 0.3049 | Hausdorff: 511.6920 | HD95: 210.6198 | LR: 0.001000
2025-07-23 04:23:48 INFO Epoch 003 | Train Loss: 13.1733 | Val Loss: 8.9240 | Dice: 0.3938 | clDice: 0.4311 | IoU: 0.2456 | Tversky: 0.3938 | Hausdorff: 399.7520 | HD95: 120.2316 | LR: 0.001000
2025-07-23 04:26:27 INFO Epoch 004 | Train Loss: 13.1968 | Val Loss: 8.6435 | Dice: 0.4270 | clDice: 0.4688 | IoU: 0.2720 | Tversky: 0.4270 | Hausdorff: 303.0823 | HD95: 92.4880 | LR: 0.001000
2025-07-23 04:29:02 INFO Epoch 005 | Train Loss: 13.1923 | Val Loss: 8.6239 | Dice: 0.3528 | clDice: 0.3777 | IoU: 0.2144 | Tversky: 0.3528 | Hausdorff: 386.1894 | HD95: 134.4272 | LR: 0.001000
2025-07-23 04:31:40 INFO Epoch 006 | Train Loss: 13.0641 | Val Loss: 8.6085 | Dice: 0.3451 | clDice: 0.3698 | IoU: 0.2086 | Tversky: 0.3451 | Hausdorff: 322.8072 | HD95: 135.1468 | LR: 0.001000
2025-07-23 04:34:20 INFO Epoch 007 | Train Loss: 13.0843 | Val Loss: 8.7312 | Dice: 0.4120 | clDice: 0.4481 | IoU: 0.2600 | Tversky: 0.4120 | Hausdorff: 345.9418 | HD95: 102.7601 | LR: 0.001000
2025-07-23 04:37:04 INFO Epoch 008 | Train Loss: 13.0567 | Val Loss: 8.6179 | Dice: 0.3758 | clDice: 0.4057 | IoU: 0.2314 | Tversky: 0.3758 | Hausdorff: 345.2358 | HD95: 123.9955 | LR: 0.001000
2025-07-23 04:39:45 INFO Epoch 009 | Train Loss: 13.0319 | Val Loss: 8.5836 | Dice: 0.3565 | clDice: 0.3817 | IoU: 0.2172 | Tversky: 0.3565 | Hausdorff: 427.5294 | HD95: 159.5202 | LR: 0.001000
2025-07-23 04:42:20 INFO Epoch 010 | Train Loss: 12.9847 | Val Loss: 8.5815 | Dice: 0.4137 | clDice: 0.4468 | IoU: 0.2611 | Tversky: 0.4137 | Hausdorff: 313.2372 | HD95: 101.7903 | LR: 0.001000
2025-07-23 04:45:01 INFO Epoch 011 | Train Loss: 13.0264 | Val Loss: 8.5574 | Dice: 0.4043 | clDice: 0.4363 | IoU: 0.2538 | Tversky: 0.4043 | Hausdorff: 421.9898 | HD95: 113.5973 | LR: 0.001000
