/data/smadper@alumno.upv.es/TFM/env/lib/python3.8/site-packages/albumentations/__init__.py:13: UserWarning: A new version of Albumentations is available: 2.0.8 (you have 1.4.18). Upgrade using: pip install -U albumentations. To disable automatic update checks, set the environment variable NO_ALBUMENTATIONS_UPDATE to 1.
  check_for_updates()
2025-07-20 23:02:19 INFO Starting training with configuration: {'model': {'name': 'unet', 'alias': 'unet_resnet18', 'encoder_name': 'resnet18', 'encoder_weights': 'imagenet', 'in_channels': 2, 'classes': 1, 'activation': 'sigmoid', 'dropout': 0.2}, 'dataset': {'root': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers', 'patch_size': [512, 512], 'stride': [256, 256], 'num_patches': 10, 'dataset_csv': 'laticifer_dataset_index.csv', 'num_workers': 8, 'positive_ratio': 0.8, 'fg_threshold': 0.04, 'dist_transform': True, 'feature_dirs': {'enhanced': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/enhanced_images', 'sato': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/sato_images', 'mask': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/masks', 'distance': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/distance_maps_pt'}}, 'train': {'batch_size': 16, 'num_epochs': 50, 'learning_rate': 0.001, 'accumulation_steps': 1, 'save_dir': '/data/smadper@alumno.upv.es/TFM/checkpoints', 'log_interval': 1, 'patience': 10, 'experiment_name': 'unet_sato_resnet18_10patch', 'timestamp': '20250720_230219'}, 'test': {'batch_size': 1, 'save_dir': '/data/smadper@alumno.upv.es/TFM/results'}, 'loss': {'name': 'bce', 'cldice_alpha': 0.3, 'use_topographic': False, 'combine_with': 'dice', 'weights': {'main': 0.5, 'combined': 0.5}, 'topo': {'alpha': 2.0, 'beta': 1.0}}}
2025-07-20 23:02:19 INFO Experiment name: unet_sato_resnet18_10patch
2025-07-20 23:02:19 INFO Loading model unet with settings {'name': 'unet', 'alias': 'unet_resnet18', 'encoder_name': 'resnet18', 'encoder_weights': 'imagenet', 'in_channels': 2, 'classes': 1, 'activation': 'sigmoid', 'dropout': 0.2}
/data/smadper@alumno.upv.es/TFM/src/datasets.py:240: UserWarning: Argument 'alpha_affine' is not valid and will be ignored.
  A.ElasticTransform(alpha=120, sigma=120 * 0.05, alpha_affine=120 * 0.03, p=0.3),
2025-07-20 23:02:51 INFO Epoch 001 | Train Loss: 0.7030 | Val Loss: 0.6332 | Dice: 0.0915 | clDice: 0.0550 |IoU: 0.0481 | LR: 0.001000
2025-07-20 23:03:22 INFO Epoch 002 | Train Loss: 0.5797 | Val Loss: 0.5295 | Dice: 0.2634 | clDice: 0.2753 |IoU: 0.1518 | LR: 0.001000
2025-07-20 23:03:52 INFO Epoch 003 | Train Loss: 0.5447 | Val Loss: 0.5002 | Dice: 0.2250 | clDice: 0.2538 |IoU: 0.1275 | LR: 0.001000
2025-07-20 23:04:24 INFO Epoch 004 | Train Loss: 0.5238 | Val Loss: 0.4715 | Dice: 0.3418 | clDice: 0.4046 |IoU: 0.2063 | LR: 0.001000
2025-07-20 23:04:57 INFO Epoch 005 | Train Loss: 0.5167 | Val Loss: 0.4670 | Dice: 0.3349 | clDice: 0.3760 |IoU: 0.2012 | LR: 0.001000
2025-07-20 23:05:26 INFO Epoch 006 | Train Loss: 0.5113 | Val Loss: 0.4700 | Dice: 0.3295 | clDice: 0.3306 |IoU: 0.1973 | LR: 0.001000
2025-07-20 23:05:56 INFO Epoch 007 | Train Loss: 0.4980 | Val Loss: 0.4306 | Dice: 0.3774 | clDice: 0.4347 |IoU: 0.2328 | LR: 0.001000
2025-07-20 23:06:25 INFO Epoch 008 | Train Loss: 0.4973 | Val Loss: 0.4045 | Dice: 0.4078 | clDice: 0.4360 |IoU: 0.2563 | LR: 0.001000
2025-07-20 23:06:55 INFO Epoch 009 | Train Loss: 0.4997 | Val Loss: 0.4119 | Dice: 0.4163 | clDice: 0.4829 |IoU: 0.2630 | LR: 0.001000
2025-07-20 23:07:24 INFO Epoch 010 | Train Loss: 0.4860 | Val Loss: 0.4115 | Dice: 0.4127 | clDice: 0.4569 |IoU: 0.2601 | LR: 0.001000
2025-07-20 23:07:55 INFO Epoch 011 | Train Loss: 0.4830 | Val Loss: 0.4259 | Dice: 0.3888 | clDice: 0.4373 |IoU: 0.2415 | LR: 0.001000
2025-07-20 23:08:27 INFO Epoch 012 | Train Loss: 0.4826 | Val Loss: 0.3950 | Dice: 0.4283 | clDice: 0.5040 |IoU: 0.2725 | LR: 0.001000
2025-07-20 23:08:56 INFO Epoch 013 | Train Loss: 0.4836 | Val Loss: 0.4238 | Dice: 0.3247 | clDice: 0.3554 |IoU: 0.1940 | LR: 0.001000
2025-07-20 23:09:27 INFO Epoch 014 | Train Loss: 0.4831 | Val Loss: 0.4040 | Dice: 0.4117 | clDice: 0.4690 |IoU: 0.2595 | LR: 0.001000
