2025-07-28 03:02:24 INFO Starting training with configuration: {'model': {'name': 'unet++', 'alias': 'unet++_resnet34', 'encoder_name': 'resnet34', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': 'sigmoid', 'dropout': 0.2}, 'dataset': {'root': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers', 'patch_size': [512, 512], 'stride': [256, 256], 'num_patches': 40, 'num_workers': 4, 'positive_ratio': 0.8, 'fg_threshold': 0.04, 'dist_transform': True, 'feature_dirs': {'enhanced': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/enhanced_images', 'sato': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/sato_images', 'mask': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/masks', 'distance': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/distance_maps_pt'}}, 'train': {'batch_size': 8, 'num_epochs': 70, 'learning_rate': 0.001, 'accumulation_steps': 1, 'save_dir': '/data/smadper@alumno.upv.es/TFM/checkpoints2/unet++/20250728_030224_bce_ftversky_curr_learn_sato', 'log_interval': 1, 'patience': 10, 'mixed_precision': True, 'curriculum_schedule': [[0, 4], [5, 3], [10, 2], [30, 0]], 'experiment_name': 'bce_ftversky_curr_learn_sato', 'timestamp': '20250728_030224'}, 'test': {'batch_size': 1}, 'loss': {'name': 'bce', 'cldice_alpha': 0.2, 'use_topographic': False, 'combine_with': 'focal_tversky', 'weights': {'main': 0.5, 'combined': 0.5}, 'topo': {'alpha': 2.0, 'beta': 1.0}}}
2025-07-28 03:02:24 INFO Experiment name: bce_ftversky_curr_learn_sato
2025-07-28 03:02:24 INFO Loading model unet++ with settings {'name': 'unet++', 'alias': 'unet++_resnet34', 'encoder_name': 'resnet34', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': 'sigmoid', 'dropout': 0.2}
2025-07-28 03:04:45 INFO Epoch 001 | Train Loss: 0.4819 | Val Loss: 0.5420 | Dice: 0.3613 | clDice: 0.4239 | IoU: 0.2206 | Tversky: 0.3613 | Hausdorff: 290.1947 | HD95: 103.8853 | LR: 0.001000
2025-07-28 03:07:01 INFO Epoch 002 | Train Loss: 0.3927 | Val Loss: 0.4859 | Dice: 0.4107 | clDice: 0.4821 | IoU: 0.2586 | Tversky: 0.4107 | Hausdorff: 304.6634 | HD95: 92.4407 | LR: 0.001000
2025-07-28 03:09:17 INFO Epoch 003 | Train Loss: 0.3816 | Val Loss: 0.4755 | Dice: 0.4300 | clDice: 0.5147 | IoU: 0.2739 | Tversky: 0.4300 | Hausdorff: 298.4728 | HD95: 75.0239 | LR: 0.001000
2025-07-28 03:11:32 INFO Epoch 004 | Train Loss: 0.3696 | Val Loss: 0.4652 | Dice: 0.4470 | clDice: 0.5527 | IoU: 0.2880 | Tversky: 0.4470 | Hausdorff: 277.7977 | HD95: 53.5355 | LR: 0.001000
2025-07-28 03:13:42 INFO Epoch 005 | Train Loss: 0.3836 | Val Loss: 0.4182 | Dice: 0.4736 | clDice: 0.5415 | IoU: 0.3104 | Tversky: 0.4736 | Hausdorff: 245.3319 | HD95: 51.5972 | LR: 0.001000
2025-07-28 03:15:57 INFO Epoch 006 | Train Loss: 0.3781 | Val Loss: 0.4295 | Dice: 0.4755 | clDice: 0.5576 | IoU: 0.3120 | Tversky: 0.4755 | Hausdorff: 311.3809 | HD95: 42.8876 | LR: 0.001000
2025-07-28 03:18:12 INFO Epoch 007 | Train Loss: 0.3742 | Val Loss: 0.4313 | Dice: 0.4743 | clDice: 0.5505 | IoU: 0.3110 | Tversky: 0.4743 | Hausdorff: 268.1895 | HD95: 41.5078 | LR: 0.001000
2025-07-28 03:20:27 INFO Epoch 008 | Train Loss: 0.3757 | Val Loss: 0.4258 | Dice: 0.4779 | clDice: 0.5580 | IoU: 0.3142 | Tversky: 0.4779 | Hausdorff: 267.8504 | HD95: 36.9068 | LR: 0.001000
2025-07-28 03:22:33 INFO Epoch 009 | Train Loss: 0.3699 | Val Loss: 0.4270 | Dice: 0.4791 | clDice: 0.5537 | IoU: 0.3152 | Tversky: 0.4791 | Hausdorff: 268.2912 | HD95: 37.9370 | LR: 0.001000
2025-07-28 03:24:41 INFO Epoch 010 | Train Loss: 0.3827 | Val Loss: 0.4093 | Dice: 0.4947 | clDice: 0.5642 | IoU: 0.3290 | Tversky: 0.4947 | Hausdorff: 242.7919 | HD95: 30.3030 | LR: 0.001000
2025-07-28 03:26:56 INFO Epoch 011 | Train Loss: 0.3852 | Val Loss: 0.3992 | Dice: 0.4917 | clDice: 0.5501 | IoU: 0.3264 | Tversky: 0.4917 | Hausdorff: 243.5077 | HD95: 36.6274 | LR: 0.001000
2025-07-28 03:29:10 INFO Epoch 012 | Train Loss: 0.3837 | Val Loss: 0.4051 | Dice: 0.4880 | clDice: 0.5495 | IoU: 0.3230 | Tversky: 0.4880 | Hausdorff: 243.4572 | HD95: 34.1236 | LR: 0.001000
2025-07-28 03:31:15 INFO Epoch 013 | Train Loss: 0.3836 | Val Loss: 0.4042 | Dice: 0.4868 | clDice: 0.5464 | IoU: 0.3220 | Tversky: 0.4868 | Hausdorff: 244.2512 | HD95: 37.8344 | LR: 0.001000
2025-07-28 03:33:20 INFO Epoch 014 | Train Loss: 0.3836 | Val Loss: 0.4041 | Dice: 0.4926 | clDice: 0.5499 | IoU: 0.3271 | Tversky: 0.4926 | Hausdorff: 495.4937 | HD95: 31.1385 | LR: 0.001000
