2025-07-27 19:57:14 INFO Starting training with configuration: {'model': {'name': 'unet', 'alias': 'unet_densenet121', 'encoder_name': 'densenet121', 'encoder_weights': 'imagenet', 'in_channels': 1, 'classes': 1, 'activation': 'sigmoid', 'dropout': 0.2}, 'dataset': {'root': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers', 'patch_size': [512, 512], 'stride': [256, 256], 'num_patches': 80, 'dataset_csv': 'laticifer_dataset_index.csv', 'num_workers': 4, 'positive_ratio': 0.8, 'fg_threshold': 0.04, 'dist_transform': True, 'feature_dirs': {'enhanced': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/enhanced_images', 'mask': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/masks', 'distance': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/distance_maps_pt'}}, 'train': {'batch_size': 16, 'num_epochs': 70, 'learning_rate': 0.001, 'accumulation_steps': 1, 'save_dir': '/data/smadper@alumno.upv.es/TFM/checkpoints2/unet/20250727_195714_bce_dice_80patches', 'log_interval': 1, 'patience': 10, 'mixed_precision': True, 'experiment_name': 'bce_dice_80patches', 'timestamp': '20250727_195714'}, 'test': {'batch_size': 1}, 'loss': {'name': 'bce', 'cldice_alpha': 0.3, 'use_topographic': False, 'combine_with': 'dice', 'weights': {'main': 0.5, 'combined': 0.5}, 'topo': {'alpha': 2.0, 'beta': 1.0}}}
2025-07-27 19:57:14 INFO Experiment name: bce_dice_80patches
2025-07-27 19:57:14 INFO Loading model unet with settings {'name': 'unet', 'alias': 'unet_densenet121', 'encoder_name': 'densenet121', 'encoder_weights': 'imagenet', 'in_channels': 1, 'classes': 1, 'activation': 'sigmoid', 'dropout': 0.2}
2025-07-27 20:00:07 INFO Epoch 001 | Train Loss: 0.4489 | Val Loss: 0.3670 | Dice: 0.4403 | clDice: 0.4765 | IoU: 0.2828 | Tversky: 0.4403 | Hausdorff: 271.0355 | HD95: 64.1710 | LR: 0.001000
2025-07-27 20:03:00 INFO Epoch 002 | Train Loss: 0.3921 | Val Loss: 0.3511 | Dice: 0.4740 | clDice: 0.5168 | IoU: 0.3110 | Tversky: 0.4740 | Hausdorff: 249.4296 | HD95: 44.2438 | LR: 0.001000
2025-07-27 20:05:45 INFO Epoch 003 | Train Loss: 0.3830 | Val Loss: 0.3485 | Dice: 0.4800 | clDice: 0.5265 | IoU: 0.3161 | Tversky: 0.4800 | Hausdorff: 284.1108 | HD95: 41.3730 | LR: 0.001000
2025-07-27 20:08:38 INFO Epoch 004 | Train Loss: 0.3799 | Val Loss: 0.3435 | Dice: 0.4855 | clDice: 0.5375 | IoU: 0.3210 | Tversky: 0.4855 | Hausdorff: 242.6893 | HD95: 35.6891 | LR: 0.001000
2025-07-27 20:11:30 INFO Epoch 005 | Train Loss: 0.3769 | Val Loss: 0.3397 | Dice: 0.4890 | clDice: 0.5397 | IoU: 0.3241 | Tversky: 0.4890 | Hausdorff: 238.6768 | HD95: 45.0697 | LR: 0.001000
2025-07-27 20:14:25 INFO Epoch 006 | Train Loss: 0.3748 | Val Loss: 0.3399 | Dice: 0.4824 | clDice: 0.5278 | IoU: 0.3185 | Tversky: 0.4824 | Hausdorff: 249.0767 | HD95: 39.1002 | LR: 0.001000
2025-07-27 20:17:19 INFO Epoch 007 | Train Loss: 0.3719 | Val Loss: 0.3369 | Dice: 0.4873 | clDice: 0.5381 | IoU: 0.3225 | Tversky: 0.4873 | Hausdorff: 254.5098 | HD95: 38.7124 | LR: 0.001000
2025-07-27 20:20:10 INFO Epoch 008 | Train Loss: 0.3718 | Val Loss: 0.3348 | Dice: 0.4938 | clDice: 0.5411 | IoU: 0.3283 | Tversky: 0.4938 | Hausdorff: 259.7829 | HD95: 32.3972 | LR: 0.001000
2025-07-27 20:23:02 INFO Epoch 009 | Train Loss: 0.3699 | Val Loss: 0.3386 | Dice: 0.4902 | clDice: 0.5352 | IoU: 0.3251 | Tversky: 0.4902 | Hausdorff: 253.1672 | HD95: 34.8928 | LR: 0.001000
2025-07-27 20:25:53 INFO Epoch 010 | Train Loss: 0.3684 | Val Loss: 0.3359 | Dice: 0.4947 | clDice: 0.5397 | IoU: 0.3291 | Tversky: 0.4947 | Hausdorff: 495.5570 | HD95: 32.4792 | LR: 0.001000
2025-07-27 20:28:46 INFO Epoch 011 | Train Loss: 0.3680 | Val Loss: 0.3357 | Dice: 0.4918 | clDice: 0.5384 | IoU: 0.3266 | Tversky: 0.4918 | Hausdorff: 253.3744 | HD95: 33.8029 | LR: 0.001000
