2025-08-15 02:46:31 INFO Starting training with configuration: {'model': {'name': 'unet', 'encoder_name': 'resnet50', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}, 'dataset': {'root': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers', 'patch_size': [512, 512], 'stride': [256, 256], 'num_patches': 40, 'num_workers': 4, 'positive_ratio': 0.8, 'fg_threshold': 0.04, 'feature_dirs': {'image': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/enhanced_images', 'mask': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/masks', 'distance': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/distance_maps_pt'}}, 'train': {'batch_size': 32, 'num_epochs': 50, 'learning_rate': 0.001, 'accumulation_steps': 1, 'save_dir': '/data/smadper@alumno.upv.es/TFM/checkpoints_cv/unet/20250815_024631_unet_resnet50_dice_cldice0.1', 'log_interval': 1, 'patience': 10, 'mixed_precision': True, 'experiment_name': 'unet_resnet50_dice_cldice0.1', 'timestamp': '20250815_024631'}, 'test': {'batch_size': 1}, 'loss': {'name': 'bce', 'cldice_alpha': 0.3, 'use_topographic': False, 'combine_with': 'tversky', 'weights': {'main': 0.5, 'combined': 0.5}, 'topo': {'alpha': 2.0, 'beta': 1.0}}}
2025-08-15 02:46:31 INFO Experiment name: unet_resnet50_dice_cldice0.1
2025-08-15 02:46:31 INFO ===== Fold 1 / 5 =====
2025-08-15 02:46:31 INFO Loading model unet with settings {'name': 'unet', 'encoder_name': 'resnet50', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}
2025-08-15 02:48:22 INFO Epoch 001 | Train Loss: 0.5737 | Val Loss: 0.6667 | Dice: 0.2824 | clDice: 0.2642 | IoU: 0.1646 | Tversky: 0.2824 | Hausdorff: 355.0624 | HD95: 125.8607 | LR: 0.001000
2025-08-15 02:50:08 INFO Epoch 002 | Train Loss: 0.4348 | Val Loss: 0.3992 | Dice: 0.4079 | clDice: 0.4428 | IoU: 0.2569 | Tversky: 0.4079 | Hausdorff: 285.4961 | HD95: 85.9376 | LR: 0.001000
2025-08-15 02:51:55 INFO Epoch 003 | Train Loss: 0.4052 | Val Loss: 0.3919 | Dice: 0.4233 | clDice: 0.4676 | IoU: 0.2690 | Tversky: 0.4233 | Hausdorff: 267.3080 | HD95: 73.2865 | LR: 0.001000
2025-08-15 02:53:40 INFO Epoch 004 | Train Loss: 0.3957 | Val Loss: 0.3874 | Dice: 0.4341 | clDice: 0.4768 | IoU: 0.2774 | Tversky: 0.4341 | Hausdorff: 361.7398 | HD95: 80.1434 | LR: 0.001000
2025-08-15 02:55:26 INFO Epoch 005 | Train Loss: 0.3917 | Val Loss: 0.3687 | Dice: 0.4504 | clDice: 0.4931 | IoU: 0.2910 | Tversky: 0.4504 | Hausdorff: 240.5075 | HD95: 54.5342 | LR: 0.001000
2025-08-15 02:57:12 INFO Epoch 006 | Train Loss: 0.3862 | Val Loss: 0.3601 | Dice: 0.4603 | clDice: 0.5095 | IoU: 0.2994 | Tversky: 0.4603 | Hausdorff: 228.7298 | HD95: 51.9574 | LR: 0.001000
2025-08-15 02:58:57 INFO Epoch 007 | Train Loss: 0.3875 | Val Loss: 0.3655 | Dice: 0.4492 | clDice: 0.4911 | IoU: 0.2903 | Tversky: 0.4492 | Hausdorff: 250.7533 | HD95: 56.4959 | LR: 0.001000
2025-08-15 03:00:40 INFO Epoch 008 | Train Loss: 0.3850 | Val Loss: 0.3543 | Dice: 0.4627 | clDice: 0.5096 | IoU: 0.3014 | Tversky: 0.4627 | Hausdorff: 240.4365 | HD95: 53.9687 | LR: 0.001000
2025-08-15 03:02:26 INFO Epoch 009 | Train Loss: 0.3799 | Val Loss: 0.3516 | Dice: 0.4722 | clDice: 0.5259 | IoU: 0.3095 | Tversky: 0.4722 | Hausdorff: 275.4041 | HD95: 47.7984 | LR: 0.001000
2025-08-15 03:04:11 INFO Epoch 010 | Train Loss: 0.3828 | Val Loss: 0.3615 | Dice: 0.4461 | clDice: 0.4868 | IoU: 0.2875 | Tversky: 0.4461 | Hausdorff: 240.9888 | HD95: 60.1299 | LR: 0.001000
2025-08-15 03:05:55 INFO Epoch 011 | Train Loss: 0.3789 | Val Loss: 0.3563 | Dice: 0.4694 | clDice: 0.5235 | IoU: 0.3070 | Tversky: 0.4694 | Hausdorff: 284.6569 | HD95: 51.6370 | LR: 0.001000
2025-08-15 03:07:41 INFO Epoch 012 | Train Loss: 0.3778 | Val Loss: 0.3516 | Dice: 0.4672 | clDice: 0.5169 | IoU: 0.3052 | Tversky: 0.4672 | Hausdorff: 227.0663 | HD95: 42.3803 | LR: 0.001000
2025-08-15 03:09:22 INFO Epoch 013 | Train Loss: 0.3780 | Val Loss: 0.3583 | Dice: 0.4505 | clDice: 0.4890 | IoU: 0.2913 | Tversky: 0.4505 | Hausdorff: 230.5478 | HD95: 56.5304 | LR: 0.001000
2025-08-15 03:11:08 INFO Epoch 014 | Train Loss: 0.3775 | Val Loss: 0.3637 | Dice: 0.4645 | clDice: 0.5192 | IoU: 0.3027 | Tversky: 0.4645 | Hausdorff: 251.7970 | HD95: 47.7814 | LR: 0.001000
2025-08-15 03:12:51 INFO Epoch 015 | Train Loss: 0.3749 | Val Loss: 0.3519 | Dice: 0.4671 | clDice: 0.5135 | IoU: 0.3051 | Tversky: 0.4671 | Hausdorff: 240.2722 | HD95: 48.8188 | LR: 0.000500
