2025-07-27 21:27:05 INFO Starting training with configuration: {'model': {'name': 'unet', 'alias': 'unet_densenet121', 'encoder_name': 'densenet121', 'encoder_weights': 'imagenet', 'in_channels': 1, 'classes': 1, 'activation': 'sigmoid', 'dropout': 0.2}, 'dataset': {'root': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers', 'patch_size': [512, 512], 'stride': [256, 256], 'num_patches': 40, 'dataset_csv': 'laticifer_dataset_index.csv', 'num_workers': 4, 'positive_ratio': 0.8, 'fg_threshold': 0.04, 'dist_transform': True, 'feature_dirs': {'enhanced': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/enhanced_images', 'mask': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/masks', 'distance': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/distance_maps_pt'}}, 'train': {'batch_size': 16, 'num_epochs': 70, 'learning_rate': 0.001, 'accumulation_steps': 1, 'save_dir': '/data/smadper@alumno.upv.es/TFM/checkpoints2/unet/20250727_212705_bce_dice_40patches_full_aug', 'log_interval': 1, 'patience': 10, 'mixed_precision': True, 'experiment_name': 'bce_dice_40patches_full_aug', 'timestamp': '20250727_212705'}, 'test': {'batch_size': 1}, 'loss': {'name': 'bce', 'cldice_alpha': 0.3, 'use_topographic': False, 'combine_with': 'dice', 'weights': {'main': 0.5, 'combined': 0.5}, 'topo': {'alpha': 2.0, 'beta': 1.0}}}
2025-07-27 21:27:05 INFO Experiment name: bce_dice_40patches_full_aug
2025-07-27 21:27:05 INFO Loading model unet with settings {'name': 'unet', 'alias': 'unet_densenet121', 'encoder_name': 'densenet121', 'encoder_weights': 'imagenet', 'in_channels': 1, 'classes': 1, 'activation': 'sigmoid', 'dropout': 0.2}
2025-07-27 21:28:49 INFO Epoch 001 | Train Loss: 0.5619 | Val Loss: 0.4184 | Dice: 0.3949 | clDice: 0.4465 | IoU: 0.2461 | Tversky: 0.3949 | Hausdorff: 572.6482 | HD95: 98.4520 | LR: 0.001000
2025-07-27 21:30:36 INFO Epoch 002 | Train Loss: 0.4978 | Val Loss: 0.5677 | Dice: 0.2694 | clDice: 0.3047 | IoU: 0.1560 | Tversky: 0.2694 | Hausdorff: 618.9296 | HD95: 143.3089 | LR: 0.001000
2025-07-27 21:32:19 INFO Epoch 003 | Train Loss: 0.4855 | Val Loss: 0.4022 | Dice: 0.4249 | clDice: 0.4910 | IoU: 0.2700 | Tversky: 0.4249 | Hausdorff: 516.7479 | HD95: 76.4839 | LR: 0.001000
2025-07-27 21:34:04 INFO Epoch 004 | Train Loss: 0.4824 | Val Loss: 0.3820 | Dice: 0.4360 | clDice: 0.4908 | IoU: 0.2790 | Tversky: 0.4360 | Hausdorff: 550.4510 | HD95: 78.8455 | LR: 0.001000
2025-07-27 21:35:47 INFO Epoch 005 | Train Loss: 0.4807 | Val Loss: 0.3792 | Dice: 0.4337 | clDice: 0.4801 | IoU: 0.2771 | Tversky: 0.4337 | Hausdorff: 289.1313 | HD95: 70.0450 | LR: 0.001000
2025-07-27 21:37:31 INFO Epoch 006 | Train Loss: 0.4759 | Val Loss: 0.3732 | Dice: 0.4580 | clDice: 0.5146 | IoU: 0.2972 | Tversky: 0.4580 | Hausdorff: 332.1556 | HD95: 49.1922 | LR: 0.001000
2025-07-27 21:39:15 INFO Epoch 007 | Train Loss: 0.4751 | Val Loss: 0.3721 | Dice: 0.4584 | clDice: 0.5190 | IoU: 0.2974 | Tversky: 0.4584 | Hausdorff: 318.6268 | HD95: 54.8222 | LR: 0.001000
2025-07-27 21:41:09 INFO Epoch 008 | Train Loss: 0.4758 | Val Loss: 0.3943 | Dice: 0.4329 | clDice: 0.4822 | IoU: 0.2764 | Tversky: 0.4329 | Hausdorff: 547.3340 | HD95: 68.0766 | LR: 0.001000
2025-07-27 21:43:05 INFO Epoch 009 | Train Loss: 0.4737 | Val Loss: 0.4014 | Dice: 0.4289 | clDice: 0.5082 | IoU: 0.2731 | Tversky: 0.4289 | Hausdorff: 558.7972 | HD95: 71.7043 | LR: 0.001000
2025-07-27 21:45:00 INFO Epoch 010 | Train Loss: 0.4698 | Val Loss: 0.3630 | Dice: 0.4703 | clDice: 0.5320 | IoU: 0.3077 | Tversky: 0.4703 | Hausdorff: 245.1149 | HD95: 42.9066 | LR: 0.001000
2025-07-27 21:46:41 INFO Epoch 011 | Train Loss: 0.4720 | Val Loss: 0.3556 | Dice: 0.4755 | clDice: 0.5392 | IoU: 0.3122 | Tversky: 0.4755 | Hausdorff: 265.1985 | HD95: 48.5610 | LR: 0.001000
