/data/smadper@alumno.upv.es/TFM/env/lib/python3.8/site-packages/albumentations/__init__.py:13: UserWarning: A new version of Albumentations is available: 2.0.8 (you have 1.4.18). Upgrade using: pip install -U albumentations. To disable automatic update checks, set the environment variable NO_ALBUMENTATIONS_UPDATE to 1.
  check_for_updates()
2025-07-20 20:42:35 INFO Starting training with configuration: {'model': {'name': 'unet', 'alias': 'unet_densenet121', 'encoder_name': 'densenet121', 'encoder_weights': 'imagenet', 'in_channels': 2, 'classes': 1, 'activation': 'sigmoid', 'dropout': 0.0}, 'dataset': {'root': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers', 'image_size': [512, 512], 'patch_size': [512, 512], 'stride': [256, 256], 'num_patches': 40, 'dataset_csv': 'laticifer_dataset_index.csv', 'num_workers': 8, 'positive_ratio': 0.8, 'fg_threshold': 0.04, 'dist_transform': True, 'feature_dirs': {'enhanced': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/enhanced_images', 'sato': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/sato_images', 'mask': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/masks', 'distance': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/distance_maps_pt'}}, 'train': {'batch_size': 16, 'num_epochs': 50, 'learning_rate': 0.001, 'accumulation_steps': 1, 'save_dir': '/data/smadper@alumno.upv.es/TFM/checkpoints', 'log_interval': 1, 'patience': 10, 'experiment_name': 'unet_sato_densenet121', 'timestamp': '20250720_204235'}, 'test': {'batch_size': 1, 'save_dir': '/data/smadper@alumno.upv.es/TFM/results'}, 'loss': {'name': 'bce', 'cldice_alpha': 0.3, 'use_topographic': False, 'combine_with': 'dice', 'weights': {'main': 0.5, 'combined': 0.5}, 'topo': {'alpha': 2.0, 'beta': 1.0}}}
2025-07-20 20:42:35 INFO Experiment name: unet_sato_densenet121
2025-07-20 20:42:35 INFO Loading model unet with settings {'name': 'unet', 'alias': 'unet_densenet121', 'encoder_name': 'densenet121', 'encoder_weights': 'imagenet', 'in_channels': 2, 'classes': 1, 'activation': 'sigmoid', 'dropout': 0.0}
/data/smadper@alumno.upv.es/TFM/src/datasets.py:240: UserWarning: Argument 'alpha_affine' is not valid and will be ignored.
  A.ElasticTransform(alpha=120, sigma=120 * 0.05, alpha_affine=120 * 0.03, p=0.3),
2025-07-20 20:43:51 INFO Epoch 001 | Train Loss: 0.5428 | Val Loss: 0.4155 | Dice: 0.3930 | clDice: 0.4392 |IoU: 0.2446 | LR: 0.001000
2025-07-20 20:45:10 INFO Epoch 002 | Train Loss: 0.4868 | Val Loss: 0.3925 | Dice: 0.4161 | clDice: 0.4615 |IoU: 0.2629 | LR: 0.001000
2025-07-20 20:46:34 INFO Epoch 003 | Train Loss: 0.4746 | Val Loss: 0.3860 | Dice: 0.4393 | clDice: 0.4742 |IoU: 0.2816 | LR: 0.001000
2025-07-20 20:47:59 INFO Epoch 004 | Train Loss: 0.4718 | Val Loss: 0.3754 | Dice: 0.4449 | clDice: 0.4742 |IoU: 0.2862 | LR: 0.001000
2025-07-20 20:49:15 INFO Epoch 005 | Train Loss: 0.4693 | Val Loss: 0.3598 | Dice: 0.4607 | clDice: 0.4882 |IoU: 0.2996 | LR: 0.001000
2025-07-20 20:50:32 INFO Epoch 006 | Train Loss: 0.4594 | Val Loss: 0.3714 | Dice: 0.4666 | clDice: 0.5245 |IoU: 0.3043 | LR: 0.001000
2025-07-20 20:51:46 INFO Epoch 007 | Train Loss: 0.4615 | Val Loss: 0.3634 | Dice: 0.4669 | clDice: 0.4900 |IoU: 0.3048 | LR: 0.001000
2025-07-20 20:53:01 INFO Epoch 008 | Train Loss: 0.4550 | Val Loss: 0.4105 | Dice: 0.3891 | clDice: 0.3975 |IoU: 0.2417 | LR: 0.001000
2025-07-20 20:54:20 INFO Epoch 009 | Train Loss: 0.4542 | Val Loss: 0.3613 | Dice: 0.4734 | clDice: 0.5303 |IoU: 0.3102 | LR: 0.001000
2025-07-20 20:55:33 INFO Epoch 010 | Train Loss: 0.4516 | Val Loss: 0.3582 | Dice: 0.4778 | clDice: 0.5333 |IoU: 0.3141 | LR: 0.001000
2025-07-20 20:56:49 INFO Epoch 011 | Train Loss: 0.4489 | Val Loss: 0.3556 | Dice: 0.4724 | clDice: 0.5065 |IoU: 0.3094 | LR: 0.001000
2025-07-20 20:58:06 INFO Epoch 012 | Train Loss: 0.4543 | Val Loss: 0.3578 | Dice: 0.4786 | clDice: 0.5228 |IoU: 0.3148 | LR: 0.001000
2025-07-20 20:59:22 INFO Epoch 013 | Train Loss: 0.4465 | Val Loss: 0.3735 | Dice: 0.4782 | clDice: 0.5278 |IoU: 0.3144 | LR: 0.001000
2025-07-20 21:00:37 INFO Epoch 014 | Train Loss: 0.4437 | Val Loss: 0.3570 | Dice: 0.4648 | clDice: 0.4808 |IoU: 0.3032 | LR: 0.001000
