2025-08-15 01:17:41 INFO Starting training with configuration: {'model': {'name': 'unet', 'encoder_name': 'resnet50', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}, 'dataset': {'root': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers', 'patch_size': [512, 512], 'stride': [256, 256], 'num_patches': 40, 'num_workers': 4, 'positive_ratio': 0.8, 'fg_threshold': 0.04, 'feature_dirs': {'image': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/enhanced_images', 'mask': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/masks', 'distance': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/distance_maps_pt'}}, 'train': {'batch_size': 32, 'num_epochs': 50, 'learning_rate': 0.001, 'accumulation_steps': 1, 'save_dir': '/data/smadper@alumno.upv.es/TFM/checkpoints_cv/unet/20250815_011741_unet_resnet50_bce0.5_tversky0.5', 'log_interval': 1, 'patience': 10, 'mixed_precision': True, 'experiment_name': 'unet_resnet50_bce0.5_tversky0.5', 'timestamp': '20250815_011741'}, 'test': {'batch_size': 1}, 'loss': {'name': 'bce', 'cldice_alpha': 0.3, 'use_topographic': False, 'combine_with': 'tversky', 'weights': {'main': 0.5, 'combined': 0.5}, 'topo': {'alpha': 2.0, 'beta': 1.0}}}
2025-08-15 01:17:41 INFO Experiment name: unet_resnet50_bce0.5_tversky0.5
2025-08-15 01:17:41 INFO ===== Fold 1 / 5 =====
2025-08-15 01:17:41 INFO Loading model unet with settings {'name': 'unet', 'encoder_name': 'resnet50', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}
2025-08-15 01:21:47 INFO Epoch 001 | Train Loss: 0.5764 | Val Loss: 0.4715 | Dice: 0.3432 | clDice: 0.3729 | IoU: 0.2076 | Tversky: 0.3432 | Hausdorff: 668.9465 | HD95: 91.1962 | LR: 0.001000
2025-08-15 01:25:44 INFO Epoch 002 | Train Loss: 0.4369 | Val Loss: 0.4328 | Dice: 0.3300 | clDice: 0.3541 | IoU: 0.1982 | Tversky: 0.3300 | Hausdorff: 394.3347 | HD95: 118.5103 | LR: 0.001000
2025-08-15 01:29:30 INFO Epoch 003 | Train Loss: 0.4098 | Val Loss: 0.3900 | Dice: 0.4246 | clDice: 0.4651 | IoU: 0.2699 | Tversky: 0.4246 | Hausdorff: 560.3425 | HD95: 80.3068 | LR: 0.001000
2025-08-15 01:33:21 INFO Epoch 004 | Train Loss: 0.3965 | Val Loss: 0.3860 | Dice: 0.4368 | clDice: 0.4737 | IoU: 0.2796 | Tversky: 0.4368 | Hausdorff: 277.5892 | HD95: 76.1517 | LR: 0.001000
2025-08-15 01:37:02 INFO Epoch 005 | Train Loss: 0.3915 | Val Loss: 0.3608 | Dice: 0.4595 | clDice: 0.5107 | IoU: 0.2987 | Tversky: 0.4595 | Hausdorff: 228.6365 | HD95: 54.8345 | LR: 0.001000
2025-08-15 01:40:42 INFO Epoch 006 | Train Loss: 0.3880 | Val Loss: 0.3726 | Dice: 0.4485 | clDice: 0.4909 | IoU: 0.2894 | Tversky: 0.4485 | Hausdorff: 242.0386 | HD95: 62.4386 | LR: 0.001000
2025-08-15 01:44:27 INFO Epoch 007 | Train Loss: 0.3864 | Val Loss: 0.3593 | Dice: 0.4646 | clDice: 0.5182 | IoU: 0.3030 | Tversky: 0.4646 | Hausdorff: 253.4059 | HD95: 51.1112 | LR: 0.001000
2025-08-15 01:48:11 INFO Epoch 008 | Train Loss: 0.3827 | Val Loss: 0.3526 | Dice: 0.4692 | clDice: 0.5170 | IoU: 0.3069 | Tversky: 0.4692 | Hausdorff: 226.2104 | HD95: 47.1196 | LR: 0.001000
2025-08-15 01:51:48 INFO Epoch 009 | Train Loss: 0.3802 | Val Loss: 0.3581 | Dice: 0.4621 | clDice: 0.5095 | IoU: 0.3007 | Tversky: 0.4621 | Hausdorff: 508.8246 | HD95: 57.9454 | LR: 0.001000
2025-08-15 01:55:40 INFO Epoch 010 | Train Loss: 0.3816 | Val Loss: 0.3526 | Dice: 0.4692 | clDice: 0.5161 | IoU: 0.3069 | Tversky: 0.4692 | Hausdorff: 227.0074 | HD95: 46.5925 | LR: 0.001000
2025-08-15 01:59:30 INFO Epoch 011 | Train Loss: 0.3786 | Val Loss: 0.3610 | Dice: 0.4609 | clDice: 0.5091 | IoU: 0.2998 | Tversky: 0.4609 | Hausdorff: 246.8144 | HD95: 54.7629 | LR: 0.001000
2025-08-15 02:03:28 INFO Epoch 012 | Train Loss: 0.3797 | Val Loss: 0.3604 | Dice: 0.4537 | clDice: 0.4914 | IoU: 0.2937 | Tversky: 0.4537 | Hausdorff: 240.8616 | HD95: 48.0000 | LR: 0.001000
