2025-07-28 02:56:09 INFO Starting training with configuration: {'model': {'name': 'unet++', 'alias': 'unet++_resnet34', 'encoder_name': 'resnet34', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': 'sigmoid', 'dropout': 0.2}, 'dataset': {'root': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers', 'patch_size': [512, 512], 'stride': [256, 256], 'num_patches': 40, 'num_workers': 4, 'positive_ratio': 0.8, 'fg_threshold': 0.04, 'dist_transform': True, 'feature_dirs': {'enhanced': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/enhanced_images', 'sato': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/sato_images', 'mask': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/masks', 'distance': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/distance_maps_pt'}}, 'train': {'batch_size': 8, 'num_epochs': 70, 'learning_rate': 0.001, 'accumulation_steps': 1, 'save_dir': '/data/smadper@alumno.upv.es/TFM/checkpoints2/unet++/20250728_025609_bce_ftversky_curr_learn', 'log_interval': 1, 'patience': 10, 'mixed_precision': True, 'curriculum_schedule': [[0, 4], [5, 3], [10, 2], [30, 0]], 'experiment_name': 'bce_ftversky_curr_learn', 'timestamp': '20250728_025609'}, 'test': {'batch_size': 1}, 'loss': {'name': 'bce', 'cldice_alpha': 0.2, 'use_topographic': False, 'combine_with': 'focal_tversky', 'weights': {'main': 0.5, 'combined': 0.5}, 'topo': {'alpha': 2.0, 'beta': 1.0}}}
2025-07-28 02:56:09 INFO Experiment name: bce_ftversky_curr_learn
2025-07-28 02:56:09 INFO Loading model unet++ with settings {'name': 'unet++', 'alias': 'unet++_resnet34', 'encoder_name': 'resnet34', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': 'sigmoid', 'dropout': 0.2}
2025-07-28 02:58:33 INFO Epoch 001 | Train Loss: 0.4750 | Val Loss: 0.5061 | Dice: 0.3958 | clDice: 0.4761 | IoU: 0.2468 | Tversky: 0.3958 | Hausdorff: 266.7020 | HD95: 94.4537 | LR: 0.001000
2025-07-28 03:00:52 INFO Epoch 002 | Train Loss: 0.3885 | Val Loss: 0.4343 | Dice: 0.4650 | clDice: 0.5460 | IoU: 0.3031 | Tversky: 0.4650 | Hausdorff: 265.0719 | HD95: 47.1976 | LR: 0.001000
2025-07-28 03:03:12 INFO Epoch 003 | Train Loss: 0.3766 | Val Loss: 0.4375 | Dice: 0.4604 | clDice: 0.5402 | IoU: 0.2992 | Tversky: 0.4604 | Hausdorff: 255.6304 | HD95: 46.3269 | LR: 0.001000
2025-07-28 03:05:31 INFO Epoch 004 | Train Loss: 0.3679 | Val Loss: 0.4441 | Dice: 0.4672 | clDice: 0.5642 | IoU: 0.3049 | Tversky: 0.4672 | Hausdorff: 266.6841 | HD95: 43.1665 | LR: 0.001000
2025-07-28 03:07:52 INFO Epoch 005 | Train Loss: 0.3803 | Val Loss: 0.4126 | Dice: 0.4799 | clDice: 0.5463 | IoU: 0.3160 | Tversky: 0.4799 | Hausdorff: 255.9218 | HD95: 45.9667 | LR: 0.001000
2025-07-28 03:10:12 INFO Epoch 006 | Train Loss: 0.3762 | Val Loss: 0.4172 | Dice: 0.4816 | clDice: 0.5503 | IoU: 0.3175 | Tversky: 0.4816 | Hausdorff: 510.6122 | HD95: 42.0063 | LR: 0.001000
2025-07-28 03:12:31 INFO Epoch 007 | Train Loss: 0.3732 | Val Loss: 0.4175 | Dice: 0.4793 | clDice: 0.5514 | IoU: 0.3155 | Tversky: 0.4793 | Hausdorff: 278.4813 | HD95: 50.2671 | LR: 0.001000
2025-07-28 03:14:54 INFO Epoch 008 | Train Loss: 0.3730 | Val Loss: 0.4184 | Dice: 0.4806 | clDice: 0.5504 | IoU: 0.3167 | Tversky: 0.4806 | Hausdorff: 241.8131 | HD95: 34.8928 | LR: 0.001000
2025-07-28 03:17:04 INFO Epoch 009 | Train Loss: 0.3695 | Val Loss: 0.4185 | Dice: 0.4870 | clDice: 0.5671 | IoU: 0.3221 | Tversky: 0.4870 | Hausdorff: 277.3893 | HD95: 30.7390 | LR: 0.001000
2025-07-28 03:19:18 INFO Epoch 010 | Train Loss: 0.3826 | Val Loss: 0.4070 | Dice: 0.4896 | clDice: 0.5508 | IoU: 0.3246 | Tversky: 0.4896 | Hausdorff: 242.6740 | HD95: 32.0781 | LR: 0.001000
2025-07-28 03:21:37 INFO Epoch 011 | Train Loss: 0.3835 | Val Loss: 0.4019 | Dice: 0.4901 | clDice: 0.5521 | IoU: 0.3249 | Tversky: 0.4901 | Hausdorff: 494.9075 | HD95: 38.2995 | LR: 0.001000
2025-07-28 03:23:57 INFO Epoch 012 | Train Loss: 0.3827 | Val Loss: 0.4099 | Dice: 0.4810 | clDice: 0.5370 | IoU: 0.3170 | Tversky: 0.4810 | Hausdorff: 242.4266 | HD95: 30.0255 | LR: 0.001000
2025-07-28 03:26:08 INFO Epoch 013 | Train Loss: 0.3830 | Val Loss: 0.3994 | Dice: 0.4939 | clDice: 0.5552 | IoU: 0.3283 | Tversky: 0.4939 | Hausdorff: 246.0665 | HD95: 36.4031 | LR: 0.001000
2025-07-28 03:28:17 INFO Epoch 014 | Train Loss: 0.3833 | Val Loss: 0.4030 | Dice: 0.4914 | clDice: 0.5504 | IoU: 0.3261 | Tversky: 0.4914 | Hausdorff: 241.6406 | HD95: 31.4284 | LR: 0.001000
2025-07-28 03:30:28 INFO Epoch 015 | Train Loss: 0.3796 | Val Loss: 0.3992 | Dice: 0.4931 | clDice: 0.5525 | IoU: 0.3277 | Tversky: 0.4931 | Hausdorff: 242.4656 | HD95: 35.5577 | LR: 0.001000
2025-07-28 03:32:48 INFO Epoch 016 | Train Loss: 0.3802 | Val Loss: 0.4022 | Dice: 0.4959 | clDice: 0.5571 | IoU: 0.3300 | Tversky: 0.4959 | Hausdorff: 242.7737 | HD95: 33.4442 | LR: 0.001000
2025-07-28 03:35:07 INFO Epoch 017 | Train Loss: 0.3803 | Val Loss: 0.4004 | Dice: 0.4958 | clDice: 0.5544 | IoU: 0.3301 | Tversky: 0.4958 | Hausdorff: 242.4216 | HD95: 31.5279 | LR: 0.001000
2025-07-28 03:37:18 INFO Epoch 018 | Train Loss: 0.3785 | Val Loss: 0.4094 | Dice: 0.4828 | clDice: 0.5375 | IoU: 0.3184 | Tversky: 0.4828 | Hausdorff: 261.6259 | HD95: 29.8824 | LR: 0.001000
2025-07-28 03:39:30 INFO Epoch 019 | Train Loss: 0.3792 | Val Loss: 0.3995 | Dice: 0.4921 | clDice: 0.5526 | IoU: 0.3267 | Tversky: 0.4921 | Hausdorff: 242.5171 | HD95: 33.3716 | LR: 0.001000
2025-07-28 03:41:49 INFO Epoch 020 | Train Loss: 0.3803 | Val Loss: 0.4009 | Dice: 0.4790 | clDice: 0.5295 | IoU: 0.3152 | Tversky: 0.4790 | Hausdorff: 250.4164 | HD95: 46.3039 | LR: 0.001000
2025-07-28 03:44:06 INFO Epoch 021 | Train Loss: 0.3759 | Val Loss: 0.3993 | Dice: 0.4850 | clDice: 0.5363 | IoU: 0.3205 | Tversky: 0.4850 | Hausdorff: 247.7974 | HD95: 36.6067 | LR: 0.000500
2025-07-28 03:46:17 INFO Epoch 022 | Train Loss: 0.3724 | Val Loss: 0.3974 | Dice: 0.4948 | clDice: 0.5501 | IoU: 0.3291 | Tversky: 0.4948 | Hausdorff: 495.4956 | HD95: 33.3634 | LR: 0.000500
2025-07-28 03:48:27 INFO Epoch 023 | Train Loss: 0.3711 | Val Loss: 0.3971 | Dice: 0.5003 | clDice: 0.5590 | IoU: 0.3340 | Tversky: 0.5003 | Hausdorff: 242.8344 | HD95: 29.0400 | LR: 0.000500
