/data/smadper@alumno.upv.es/TFM/env/lib/python3.8/site-packages/albumentations/__init__.py:13: UserWarning: A new version of Albumentations is available: 2.0.8 (you have 1.4.18). Upgrade using: pip install -U albumentations. To disable automatic update checks, set the environment variable NO_ALBUMENTATIONS_UPDATE to 1.
  check_for_updates()
2025-07-11 04:23:35 INFO Starting training with configuration: {'model': {'name': 'unet', 'alias': 'unet_densenet121', 'encoder_name': 'densenet121', 'encoder_weights': 'imagenet', 'in_channels': 1, 'classes': 1, 'activation': 'sigmoid', 'dropout': 0.0}, 'dataset': {'root': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers', 'image_size': [512, 512], 'patch_size': [512, 512], 'stride': [256, 256], 'num_patches': 40, 'dataset_csv': 'laticifer_dataset_index.csv', 'num_workers': 8}, 'train': {'batch_size': 16, 'num_epochs': 50, 'learning_rate': 0.001, 'accumulation_steps': 1, 'save_dir': '/data/smadper@alumno.upv.es/TFM/checkpoints', 'log_interval': 1, 'patience': 10, 'experiment_name': 'unet_bce_dice_clahe', 'timestamp': '20250711_042335'}, 'test': {'batch_size': 1, 'save_dir': '/data/smadper@alumno.upv.es/TFM/results'}, 'loss': {'name': 'bce', 'cldice_alpha': 0.3, 'use_topographic': False, 'combine_with': 'dice', 'weights': {'main': 1.0, 'combined': 0.5}, 'topo': {'alpha': 2.0, 'beta': 1.0}}}
2025-07-11 04:23:35 INFO Experiment name: unet_bce_dice_clahe
2025-07-11 04:23:35 INFO Loading model unet with settings {'name': 'unet', 'alias': 'unet_densenet121', 'encoder_name': 'densenet121', 'encoder_weights': 'imagenet', 'in_channels': 1, 'classes': 1, 'activation': 'sigmoid', 'dropout': 0.0}
2025-07-11 04:24:59 INFO Epoch 001 | Train Loss: 0.5896 | Val Loss: 0.4791 | Dice: 0.3374 | IoU: 0.2034 | LR: 0.001000
2025-07-11 04:26:23 INFO Epoch 002 | Train Loss: 0.4670 | Val Loss: 0.4265 | Dice: 0.4346 | IoU: 0.2782 | LR: 0.001000
2025-07-11 04:27:46 INFO Epoch 003 | Train Loss: 0.4509 | Val Loss: 0.4255 | Dice: 0.4387 | IoU: 0.2812 | LR: 0.001000
2025-07-11 04:29:09 INFO Epoch 004 | Train Loss: 0.4432 | Val Loss: 0.4080 | Dice: 0.4605 | IoU: 0.2995 | LR: 0.001000
2025-07-11 04:30:32 INFO Epoch 005 | Train Loss: 0.4332 | Val Loss: 0.4052 | Dice: 0.4797 | IoU: 0.3162 | LR: 0.001000
2025-07-11 04:31:53 INFO Epoch 006 | Train Loss: 0.4303 | Val Loss: 0.4016 | Dice: 0.4748 | IoU: 0.3119 | LR: 0.001000
2025-07-11 04:33:16 INFO Epoch 007 | Train Loss: 0.4287 | Val Loss: 0.4041 | Dice: 0.4686 | IoU: 0.3063 | LR: 0.001000
2025-07-11 04:34:36 INFO Epoch 008 | Train Loss: 0.4284 | Val Loss: 0.4091 | Dice: 0.4588 | IoU: 0.2981 | LR: 0.001000
2025-07-11 04:35:58 INFO Epoch 009 | Train Loss: 0.4250 | Val Loss: 0.4124 | Dice: 0.4499 | IoU: 0.2906 | LR: 0.001000
2025-07-11 04:37:22 INFO Epoch 010 | Train Loss: 0.4205 | Val Loss: 0.4129 | Dice: 0.4580 | IoU: 0.2974 | LR: 0.001000
2025-07-11 04:38:43 INFO Epoch 011 | Train Loss: 0.4217 | Val Loss: 0.4018 | Dice: 0.4788 | IoU: 0.3152 | LR: 0.001000
2025-07-11 04:40:04 INFO Epoch 012 | Train Loss: 0.4174 | Val Loss: 0.3995 | Dice: 0.4783 | IoU: 0.3148 | LR: 0.001000
2025-07-11 04:41:26 INFO Epoch 013 | Train Loss: 0.4160 | Val Loss: 0.4126 | Dice: 0.4512 | IoU: 0.2916 | LR: 0.001000
2025-07-11 04:42:48 INFO Epoch 014 | Train Loss: 0.4202 | Val Loss: 0.4135 | Dice: 0.4542 | IoU: 0.2943 | LR: 0.001000
2025-07-11 04:44:11 INFO Epoch 015 | Train Loss: 0.4088 | Val Loss: 0.4010 | Dice: 0.4788 | IoU: 0.3153 | LR: 0.001000
2025-07-11 04:45:32 INFO Epoch 016 | Train Loss: 0.4092 | Val Loss: 0.4045 | Dice: 0.4574 | IoU: 0.2971 | LR: 0.001000
2025-07-11 04:46:55 INFO Epoch 017 | Train Loss: 0.4151 | Val Loss: 0.4074 | Dice: 0.4675 | IoU: 0.3054 | LR: 0.001000
2025-07-11 04:48:18 INFO Epoch 018 | Train Loss: 0.4040 | Val Loss: 0.4047 | Dice: 0.4635 | IoU: 0.3023 | LR: 0.001000
2025-07-11 04:49:41 INFO Epoch 019 | Train Loss: 0.3985 | Val Loss: 0.4129 | Dice: 0.4585 | IoU: 0.2977 | LR: 0.001000
2025-07-11 04:51:03 INFO Epoch 020 | Train Loss: 0.4002 | Val Loss: 0.4264 | Dice: 0.4291 | IoU: 0.2735 | LR: 0.001000
2025-07-11 04:52:24 INFO Epoch 021 | Train Loss: 0.3976 | Val Loss: 0.4091 | Dice: 0.4518 | IoU: 0.2923 | LR: 0.001000
2025-07-11 04:53:45 INFO Early stopping at epoch 22 | Best Dice: 0.4797 at epoch 12
2025-07-11 04:54:19 INFO Test Loss: 0.3995 | Dice: 0.4783 | IoU: 0.3148
