2025-07-27 18:52:40 INFO Starting training with configuration: {'model': {'name': 'unet', 'alias': 'unet_densenet121', 'encoder_name': 'densenet121', 'encoder_weights': 'imagenet', 'in_channels': 1, 'classes': 1, 'activation': 'sigmoid', 'dropout': 0.2}, 'dataset': {'root': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers', 'patch_size': [512, 512], 'stride': [256, 256], 'num_patches': 20, 'dataset_csv': 'laticifer_dataset_index.csv', 'num_workers': 4, 'positive_ratio': 0.8, 'fg_threshold': 0.04, 'dist_transform': True, 'feature_dirs': {'enhanced': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/enhanced_images', 'mask': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/masks', 'distance': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/distance_maps_pt'}}, 'train': {'batch_size': 16, 'num_epochs': 70, 'learning_rate': 0.001, 'accumulation_steps': 1, 'save_dir': '/data/smadper@alumno.upv.es/TFM/checkpoints2/unet/20250727_185240_bce_dice_20patches', 'log_interval': 1, 'patience': 10, 'mixed_precision': True, 'experiment_name': 'bce_dice_20patches', 'timestamp': '20250727_185240'}, 'test': {'batch_size': 1}, 'loss': {'name': 'bce', 'cldice_alpha': 0.3, 'use_topographic': False, 'combine_with': 'dice', 'weights': {'main': 0.5, 'combined': 0.5}, 'topo': {'alpha': 2.0, 'beta': 1.0}}}
2025-07-27 18:52:40 INFO Experiment name: bce_dice_20patches
2025-07-27 18:52:40 INFO Loading model unet with settings {'name': 'unet', 'alias': 'unet_densenet121', 'encoder_name': 'densenet121', 'encoder_weights': 'imagenet', 'in_channels': 1, 'classes': 1, 'activation': 'sigmoid', 'dropout': 0.2}
2025-07-27 18:53:53 INFO Epoch 001 | Train Loss: 0.5633 | Val Loss: 0.5291 | Dice: 0.3086 | clDice: 0.3835 | IoU: 0.1833 | Tversky: 0.3086 | Hausdorff: 752.0072 | HD95: 262.9147 | LR: 0.001000
2025-07-27 18:55:00 INFO Epoch 002 | Train Loss: 0.4346 | Val Loss: 0.4003 | Dice: 0.4324 | clDice: 0.4834 | IoU: 0.2760 | Tversky: 0.4324 | Hausdorff: 428.2990 | HD95: 75.5770 | LR: 0.001000
2025-07-27 18:56:08 INFO Epoch 003 | Train Loss: 0.4077 | Val Loss: 0.3754 | Dice: 0.4424 | clDice: 0.4806 | IoU: 0.2843 | Tversky: 0.4424 | Hausdorff: 290.9096 | HD95: 54.4228 | LR: 0.001000
2025-07-27 18:57:16 INFO Epoch 004 | Train Loss: 0.4009 | Val Loss: 0.3726 | Dice: 0.4444 | clDice: 0.4861 | IoU: 0.2862 | Tversky: 0.4444 | Hausdorff: 396.2732 | HD95: 71.2606 | LR: 0.001000
2025-07-27 18:58:23 INFO Epoch 005 | Train Loss: 0.3951 | Val Loss: 0.3789 | Dice: 0.4125 | clDice: 0.4442 | IoU: 0.2604 | Tversky: 0.4125 | Hausdorff: 369.4998 | HD95: 116.3916 | LR: 0.001000
2025-07-27 18:59:31 INFO Epoch 006 | Train Loss: 0.3933 | Val Loss: 0.3645 | Dice: 0.4465 | clDice: 0.4846 | IoU: 0.2878 | Tversky: 0.4465 | Hausdorff: 259.0333 | HD95: 63.0895 | LR: 0.001000
2025-07-27 19:00:39 INFO Epoch 007 | Train Loss: 0.3874 | Val Loss: 0.3747 | Dice: 0.4261 | clDice: 0.4649 | IoU: 0.2711 | Tversky: 0.4261 | Hausdorff: 375.3489 | HD95: 101.8337 | LR: 0.001000
2025-07-27 19:01:44 INFO Epoch 008 | Train Loss: 0.3840 | Val Loss: 0.3562 | Dice: 0.4656 | clDice: 0.5088 | IoU: 0.3038 | Tversky: 0.4656 | Hausdorff: 242.6793 | HD95: 44.3648 | LR: 0.001000
2025-07-27 19:02:52 INFO Epoch 009 | Train Loss: 0.3866 | Val Loss: 0.3469 | Dice: 0.4813 | clDice: 0.5290 | IoU: 0.3174 | Tversky: 0.4813 | Hausdorff: 243.6145 | HD95: 45.1368 | LR: 0.001000
2025-07-27 19:03:58 INFO Epoch 010 | Train Loss: 0.3845 | Val Loss: 0.3506 | Dice: 0.4694 | clDice: 0.5163 | IoU: 0.3072 | Tversky: 0.4694 | Hausdorff: 246.4510 | HD95: 51.4466 | LR: 0.001000
2025-07-27 19:05:06 INFO Epoch 011 | Train Loss: 0.3780 | Val Loss: 0.3476 | Dice: 0.4797 | clDice: 0.5291 | IoU: 0.3160 | Tversky: 0.4797 | Hausdorff: 501.7111 | HD95: 38.0073 | LR: 0.001000
2025-07-27 19:06:10 INFO Epoch 012 | Train Loss: 0.3814 | Val Loss: 0.3555 | Dice: 0.4653 | clDice: 0.5072 | IoU: 0.3037 | Tversky: 0.4653 | Hausdorff: 254.1737 | HD95: 44.1371 | LR: 0.001000
2025-07-27 19:07:16 INFO Epoch 013 | Train Loss: 0.3809 | Val Loss: 0.3528 | Dice: 0.4726 | clDice: 0.5179 | IoU: 0.3099 | Tversky: 0.4726 | Hausdorff: 245.0096 | HD95: 39.3344 | LR: 0.001000
2025-07-27 19:08:25 INFO Epoch 014 | Train Loss: 0.3832 | Val Loss: 0.3461 | Dice: 0.4778 | clDice: 0.5233 | IoU: 0.3145 | Tversky: 0.4778 | Hausdorff: 243.5339 | HD95: 39.0032 | LR: 0.001000
2025-07-27 19:09:31 INFO Epoch 015 | Train Loss: 0.3773 | Val Loss: 0.3466 | Dice: 0.4755 | clDice: 0.5199 | IoU: 0.3125 | Tversky: 0.4755 | Hausdorff: 247.0343 | HD95: 40.0518 | LR: 0.001000
2025-07-27 19:10:36 INFO Epoch 016 | Train Loss: 0.3785 | Val Loss: 0.3464 | Dice: 0.4783 | clDice: 0.5236 | IoU: 0.3150 | Tversky: 0.4783 | Hausdorff: 243.4576 | HD95: 36.7864 | LR: 0.001000
