2025-08-21 01:09:43 INFO Starting training with configuration: {'model': {'name': 'unet', 'encoder_name': 'se_resnext50_32x4d', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}, 'dataset': {'root': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers', 'patch_size': [512, 512], 'stride': [256, 256], 'num_patches': 50, 'num_workers': 4, 'feature_dirs': {'image': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/enhanced_images', 'mask': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/masks', 'distance': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/distance_maps_pt'}}, 'train': {'batch_size': 32, 'num_epochs': 70, 'learning_rate': 0.001, 'accumulation_steps': 1, 'save_dir': '/data/smadper@alumno.upv.es/TFM/checkpoints_cv2/unet/20250821_010943_unet_se_resnext50_32x4d_bce0.5_ftversky1.0_a0.3_b0.7_g0.75', 'log_interval': 1, 'patience': 20, 'mixed_precision': True, 'experiment_name': 'unet_se_resnext50_32x4d_bce0.5_ftversky1.0_a0.3_b0.7_g0.75', 'timestamp': '20250821_010943'}, 'test': {'batch_size': 1}, 'loss': {'name': 'bce', 'cldice_alpha': 0.2, 'tversky_alpha': 0.3, 'tversky_beta': 0.7, 'focal_tversky_gamma': 0.75, 'use_topographic': False, 'combine_with': 'focal_tversky', 'weights': {'main': 0.5, 'combined': 1.0}, 'topo': {'alpha': 2.0, 'beta': 1.0}}}
2025-08-21 01:09:43 INFO Experiment name: unet_se_resnext50_32x4d_bce0.5_ftversky1.0_a0.3_b0.7_g0.75
2025-08-21 01:09:43 INFO ===== Fold 1 / 5 =====
2025-08-21 01:09:43 INFO Loading model unet with settings {'name': 'unet', 'encoder_name': 'se_resnext50_32x4d', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}
2025-08-21 01:11:35 INFO Epoch 001 | Train Loss: 1.0445 | Val Loss: 2.8272 | Dice: 0.3483 | softDice: 0.2104 | clDice: 0.3223 | softclDice: 0.8238 | IoU: 0.2110 | Tversky: 0.3483 | Hausdorff: 833.4062 | HD95: 530.2088 | val_loss: 2.8272 | LR: 0.001000
2025-08-21 01:13:19 INFO Epoch 002 | Train Loss: 0.7876 | Val Loss: 0.7436 | Dice: 0.4365 | softDice: 0.3571 | clDice: 0.5078 | softclDice: 0.6135 | IoU: 0.2792 | Tversky: 0.4365 | Hausdorff: 456.7774 | HD95: 63.4425 | val_loss: 0.7436 | LR: 0.001000
2025-08-21 01:15:02 INFO Epoch 003 | Train Loss: 0.7355 | Val Loss: 0.7152 | Dice: 0.4404 | softDice: 0.3891 | clDice: 0.5235 | softclDice: 0.5751 | IoU: 0.2825 | Tversky: 0.4404 | Hausdorff: 437.0087 | HD95: 62.3411 | val_loss: 0.7152 | LR: 0.001000
2025-08-21 01:16:45 INFO Epoch 004 | Train Loss: 0.7235 | Val Loss: 0.6897 | Dice: 0.4636 | softDice: 0.4263 | clDice: 0.5369 | softclDice: 0.5098 | IoU: 0.3019 | Tversky: 0.4636 | Hausdorff: 260.9561 | HD95: 51.0451 | val_loss: 0.6897 | LR: 0.001000
2025-08-21 01:18:29 INFO Epoch 005 | Train Loss: 0.7164 | Val Loss: 0.7071 | Dice: 0.4386 | softDice: 0.4018 | clDice: 0.5197 | softclDice: 0.5498 | IoU: 0.2810 | Tversky: 0.4386 | Hausdorff: 385.0617 | HD95: 58.2697 | val_loss: 0.7071 | LR: 0.001000
2025-08-21 01:20:13 INFO Epoch 006 | Train Loss: 0.7059 | Val Loss: 0.6802 | Dice: 0.4642 | softDice: 0.4234 | clDice: 0.5371 | softclDice: 0.5114 | IoU: 0.3024 | Tversky: 0.4642 | Hausdorff: 416.2692 | HD95: 43.6947 | val_loss: 0.6802 | LR: 0.001000
2025-08-21 01:21:56 INFO Epoch 007 | Train Loss: 0.7074 | Val Loss: 0.6859 | Dice: 0.4525 | softDice: 0.4266 | clDice: 0.5318 | softclDice: 0.5077 | IoU: 0.2927 | Tversky: 0.4525 | Hausdorff: 235.5647 | HD95: 39.9912 | val_loss: 0.6859 | LR: 0.001000
2025-08-21 01:23:37 INFO Epoch 008 | Train Loss: 0.7041 | Val Loss: 0.6821 | Dice: 0.4583 | softDice: 0.4213 | clDice: 0.5419 | softclDice: 0.5068 | IoU: 0.2975 | Tversky: 0.4583 | Hausdorff: 386.4325 | HD95: 42.3488 | val_loss: 0.6821 | LR: 0.001000
2025-08-21 01:25:21 INFO Epoch 009 | Train Loss: 0.7052 | Val Loss: 0.6786 | Dice: 0.4641 | softDice: 0.4253 | clDice: 0.5397 | softclDice: 0.5001 | IoU: 0.3024 | Tversky: 0.4641 | Hausdorff: 251.5051 | HD95: 43.2318 | val_loss: 0.6786 | LR: 0.001000
2025-08-21 01:27:03 INFO Epoch 010 | Train Loss: 0.6959 | Val Loss: 0.6682 | Dice: 0.4759 | softDice: 0.4390 | clDice: 0.5522 | softclDice: 0.4880 | IoU: 0.3124 | Tversky: 0.4759 | Hausdorff: 394.8804 | HD95: 38.6404 | val_loss: 0.6682 | LR: 0.001000
2025-08-21 01:28:48 INFO Epoch 011 | Train Loss: 0.6990 | Val Loss: 0.6693 | Dice: 0.4684 | softDice: 0.4391 | clDice: 0.5493 | softclDice: 0.4843 | IoU: 0.3060 | Tversky: 0.4684 | Hausdorff: 246.4057 | HD95: 37.8626 | val_loss: 0.6693 | LR: 0.001000
