2025-08-21 01:08:06 INFO Starting training with configuration: {'model': {'name': 'unet', 'encoder_name': 'se_resnext50_32x4d', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}, 'dataset': {'root': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers', 'patch_size': [512, 512], 'stride': [256, 256], 'num_patches': 50, 'num_workers': 4, 'feature_dirs': {'image': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/enhanced_images', 'mask': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/masks', 'distance': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/distance_maps_pt'}}, 'train': {'batch_size': 32, 'num_epochs': 70, 'learning_rate': 0.001, 'accumulation_steps': 1, 'save_dir': '/data/smadper@alumno.upv.es/TFM/checkpoints_cv2/unet/20250821_010806_unet_se_resnext50_32x4d_bce1.0_tversky0.5_a0.3_b0.7', 'log_interval': 1, 'patience': 20, 'mixed_precision': True, 'experiment_name': 'unet_se_resnext50_32x4d_bce1.0_tversky0.5_a0.3_b0.7', 'timestamp': '20250821_010806'}, 'test': {'batch_size': 1}, 'loss': {'name': 'bce', 'cldice_alpha': 0.2, 'tversky_alpha': 0.3, 'tversky_beta': 0.7, 'focal_tversky_gamma': 0.75, 'use_topographic': False, 'combine_with': 'tversky', 'weights': {'main': 1.0, 'combined': 0.5}, 'topo': {'alpha': 2.0, 'beta': 1.0}}}
2025-08-21 01:08:06 INFO Experiment name: unet_se_resnext50_32x4d_bce1.0_tversky0.5_a0.3_b0.7
2025-08-21 01:08:06 INFO ===== Fold 1 / 5 =====
2025-08-21 01:08:06 INFO Loading model unet with settings {'name': 'unet', 'encoder_name': 'se_resnext50_32x4d', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}
2025-08-21 01:09:49 INFO Epoch 001 | Train Loss: 0.8680 | Val Loss: 0.7423 | Dice: 0.3644 | softDice: 0.1639 | clDice: 0.2343 | softclDice: 0.8995 | IoU: 0.2231 | Tversky: 0.3644 | Hausdorff: 788.9156 | HD95: 256.9964 | val_loss: 0.7423 | LR: 0.001000
2025-08-21 01:11:32 INFO Epoch 002 | Train Loss: 0.5398 | Val Loss: 0.4718 | Dice: 0.4258 | softDice: 0.2867 | clDice: 0.4660 | softclDice: 0.6774 | IoU: 0.2708 | Tversky: 0.4258 | Hausdorff: 667.7741 | HD95: 64.9179 | val_loss: 0.4718 | LR: 0.001000
2025-08-21 01:13:16 INFO Epoch 003 | Train Loss: 0.4751 | Val Loss: 0.4264 | Dice: 0.4513 | softDice: 0.3513 | clDice: 0.5023 | softclDice: 0.6070 | IoU: 0.2916 | Tversky: 0.4513 | Hausdorff: 290.6921 | HD95: 55.8165 | val_loss: 0.4264 | LR: 0.001000
2025-08-21 01:15:04 INFO Epoch 004 | Train Loss: 0.4595 | Val Loss: 0.4196 | Dice: 0.4527 | softDice: 0.3640 | clDice: 0.5038 | softclDice: 0.5838 | IoU: 0.2928 | Tversky: 0.4527 | Hausdorff: 473.0490 | HD95: 56.2146 | val_loss: 0.4196 | LR: 0.001000
2025-08-21 01:16:52 INFO Epoch 005 | Train Loss: 0.4492 | Val Loss: 0.4051 | Dice: 0.4637 | softDice: 0.3836 | clDice: 0.5169 | softclDice: 0.5535 | IoU: 0.3022 | Tversky: 0.4637 | Hausdorff: 239.2308 | HD95: 45.3093 | val_loss: 0.4051 | LR: 0.001000
2025-08-21 01:18:35 INFO Epoch 006 | Train Loss: 0.4408 | Val Loss: 0.4046 | Dice: 0.4659 | softDice: 0.3880 | clDice: 0.5108 | softclDice: 0.5556 | IoU: 0.3040 | Tversky: 0.4659 | Hausdorff: 250.3233 | HD95: 44.2884 | val_loss: 0.4046 | LR: 0.001000
2025-08-21 01:20:25 INFO Epoch 007 | Train Loss: 0.4359 | Val Loss: 0.4044 | Dice: 0.4620 | softDice: 0.3940 | clDice: 0.5196 | softclDice: 0.5419 | IoU: 0.3008 | Tversky: 0.4620 | Hausdorff: 245.6443 | HD95: 43.2451 | val_loss: 0.4044 | LR: 0.001000
2025-08-21 01:22:12 INFO Epoch 008 | Train Loss: 0.4348 | Val Loss: 0.4011 | Dice: 0.4686 | softDice: 0.3910 | clDice: 0.5241 | softclDice: 0.5403 | IoU: 0.3063 | Tversky: 0.4686 | Hausdorff: 239.1729 | HD95: 39.0205 | val_loss: 0.4011 | LR: 0.001000
2025-08-21 01:23:55 INFO Epoch 009 | Train Loss: 0.4366 | Val Loss: 0.3909 | Dice: 0.4756 | softDice: 0.4055 | clDice: 0.5292 | softclDice: 0.5243 | IoU: 0.3124 | Tversky: 0.4756 | Hausdorff: 233.6233 | HD95: 38.6375 | val_loss: 0.3909 | LR: 0.001000
2025-08-21 01:25:41 INFO Epoch 010 | Train Loss: 0.4316 | Val Loss: 0.3962 | Dice: 0.4697 | softDice: 0.3992 | clDice: 0.5224 | softclDice: 0.5325 | IoU: 0.3074 | Tversky: 0.4697 | Hausdorff: 247.2556 | HD95: 37.6102 | val_loss: 0.3962 | LR: 0.001000
2025-08-21 01:27:27 INFO Epoch 011 | Train Loss: 0.4325 | Val Loss: 0.3904 | Dice: 0.4787 | softDice: 0.4048 | clDice: 0.5352 | softclDice: 0.5206 | IoU: 0.3150 | Tversky: 0.4787 | Hausdorff: 225.3374 | HD95: 35.5115 | val_loss: 0.3904 | LR: 0.001000
2025-08-21 01:29:09 INFO Epoch 012 | Train Loss: 0.4281 | Val Loss: 0.3921 | Dice: 0.4746 | softDice: 0.4024 | clDice: 0.5251 | softclDice: 0.5282 | IoU: 0.3116 | Tversky: 0.4746 | Hausdorff: 227.5361 | HD95: 39.5934 | val_loss: 0.3921 | LR: 0.001000
