2025-08-18 23:31:45 INFO Starting training with configuration: {'model': {'name': 'unet', 'encoder_name': 'se_resnext50_32x4d', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}, 'dataset': {'root': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers', 'patch_size': [512, 512], 'stride': [256, 256], 'num_patches': 50, 'num_workers': 4, 'feature_dirs': {'image': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/enhanced_images', 'mask': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/masks', 'distance': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/distance_maps_pt'}}, 'train': {'batch_size': 32, 'num_epochs': 50, 'learning_rate': 0.001, 'accumulation_steps': 1, 'save_dir': '/data/smadper@alumno.upv.es/TFM/checkpoints_cv2/unet/20250818_233145_unet_se_resnext50_32x4d_bce1.0_dice0.5', 'log_interval': 1, 'patience': 100, 'mixed_precision': True, 'experiment_name': 'unet_se_resnext50_32x4d_bce1.0_dice0.5', 'timestamp': '20250818_233145'}, 'test': {'batch_size': 1}, 'loss': {'name': 'bce', 'cldice_alpha': 0.5, 'use_topographic': False, 'combine_with': 'dice', 'weights': {'main': 0.5, 'combined': 1.0}, 'topo': {'alpha': 2.0, 'beta': 1.0}}}
2025-08-18 23:31:45 INFO Experiment name: unet_se_resnext50_32x4d_bce1.0_dice0.5
2025-08-18 23:31:45 INFO ===== Fold 1 / 5 =====
2025-08-18 23:31:45 INFO Loading model unet with settings {'name': 'unet', 'encoder_name': 'se_resnext50_32x4d', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}
2025-08-18 23:35:10 INFO Epoch 001 | Train Loss: 1.0629 | Val Loss: 1.1253 | Dice: 0.4019 | softDice: 0.2296 | clDice: 0.4585 | softclDice: 0.8010 | IoU: 0.2516 | Tversky: 0.4019 | Hausdorff: 636.7428 | HD95: 101.1555 | val_loss: 1.1253 | LR: 0.001000
2025-08-18 23:38:30 INFO Epoch 002 | Train Loss: 0.7726 | Val Loss: 1.0723 | Dice: 0.4060 | softDice: 0.3298 | clDice: 0.4505 | softclDice: 0.6417 | IoU: 0.2551 | Tversky: 0.4060 | Hausdorff: 286.6405 | HD95: 91.3241 | val_loss: 1.0723 | LR: 0.001000
2025-08-18 23:41:49 INFO Epoch 003 | Train Loss: 0.7020 | Val Loss: 1.0811 | Dice: 0.4113 | softDice: 0.3653 | clDice: 0.4414 | softclDice: 0.6080 | IoU: 0.2591 | Tversky: 0.4113 | Hausdorff: 609.2005 | HD95: 70.1182 | val_loss: 1.0811 | LR: 0.001000
2025-08-18 23:45:10 INFO Epoch 004 | Train Loss: 0.6876 | Val Loss: 1.0763 | Dice: 0.4464 | softDice: 0.4111 | clDice: 0.4934 | softclDice: 0.5443 | IoU: 0.2876 | Tversky: 0.4464 | Hausdorff: 380.9446 | HD95: 55.7518 | val_loss: 1.0763 | LR: 0.001000
2025-08-18 23:48:28 INFO Epoch 005 | Train Loss: 0.6763 | Val Loss: 1.0699 | Dice: 0.4448 | softDice: 0.4089 | clDice: 0.4852 | softclDice: 0.5502 | IoU: 0.2864 | Tversky: 0.4448 | Hausdorff: 232.1238 | HD95: 61.4665 | val_loss: 1.0699 | LR: 0.001000
2025-08-18 23:51:46 INFO Epoch 006 | Train Loss: 0.6642 | Val Loss: 1.0708 | Dice: 0.4545 | softDice: 0.4195 | clDice: 0.5014 | softclDice: 0.5316 | IoU: 0.2943 | Tversky: 0.4545 | Hausdorff: 369.4720 | HD95: 53.8182 | val_loss: 1.0708 | LR: 0.001000
2025-08-18 23:55:04 INFO Epoch 007 | Train Loss: 0.6631 | Val Loss: 1.0757 | Dice: 0.4629 | softDice: 0.4338 | clDice: 0.5127 | softclDice: 0.5169 | IoU: 0.3015 | Tversky: 0.4629 | Hausdorff: 232.3802 | HD95: 52.4434 | val_loss: 1.0757 | LR: 0.001000
2025-08-18 23:58:26 INFO Epoch 008 | Train Loss: 0.6625 | Val Loss: 1.0864 | Dice: 0.4589 | softDice: 0.4230 | clDice: 0.5263 | softclDice: 0.5149 | IoU: 0.2979 | Tversky: 0.4589 | Hausdorff: 337.6934 | HD95: 49.7528 | val_loss: 1.0864 | LR: 0.001000
2025-08-19 00:01:45 INFO Epoch 009 | Train Loss: 0.6643 | Val Loss: 1.0721 | Dice: 0.4766 | softDice: 0.4394 | clDice: 0.5326 | softclDice: 0.5016 | IoU: 0.3131 | Tversky: 0.4766 | Hausdorff: 380.0575 | HD95: 40.5014 | val_loss: 1.0721 | LR: 0.001000
2025-08-19 00:05:03 INFO Epoch 010 | Train Loss: 0.6555 | Val Loss: 1.0743 | Dice: 0.4715 | softDice: 0.4327 | clDice: 0.5292 | softclDice: 0.5033 | IoU: 0.3088 | Tversky: 0.4715 | Hausdorff: 376.3178 | HD95: 41.4760 | val_loss: 1.0743 | LR: 0.001000
2025-08-19 00:08:23 INFO Epoch 011 | Train Loss: 0.6575 | Val Loss: 1.0797 | Dice: 0.4725 | softDice: 0.4419 | clDice: 0.5308 | softclDice: 0.4958 | IoU: 0.3096 | Tversky: 0.4725 | Hausdorff: 237.3605 | HD95: 39.5835 | val_loss: 1.0797 | LR: 0.000500
