2025-08-21 01:15:57 INFO Starting training with configuration: {'model': {'name': 'unet', 'encoder_name': 'se_resnext50_32x4d', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}, 'dataset': {'root': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers', 'patch_size': [512, 512], 'stride': [256, 256], 'num_patches': 50, 'num_workers': 4, 'feature_dirs': {'image': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/enhanced_images', 'mask': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/masks', 'distance': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/distance_maps_pt'}}, 'train': {'batch_size': 32, 'num_epochs': 70, 'learning_rate': 0.001, 'accumulation_steps': 1, 'save_dir': '/data/smadper@alumno.upv.es/TFM/checkpoints_cv2/unet/20250821_011557_unet_se_resnext50_32x4d_wbce1.0_dice0.5', 'log_interval': 1, 'patience': 20, 'mixed_precision': True, 'experiment_name': 'unet_se_resnext50_32x4d_wbce1.0_dice0.5', 'timestamp': '20250821_011557'}, 'test': {'batch_size': 1}, 'loss': {'name': 'bce', 'cldice_alpha': 0.2, 'tversky_alpha': 0.3, 'tversky_beta': 0.7, 'focal_tversky_gamma': 0.75, 'use_topographic': True, 'combine_with': 'dice', 'weights': {'main': 1.0, 'combined': 0.5}, 'topo': {'alpha': 2.0, 'beta': 1.0}}}
2025-08-21 01:15:57 INFO Experiment name: unet_se_resnext50_32x4d_wbce1.0_dice0.5
2025-08-21 01:15:57 INFO ===== Fold 1 / 5 =====
2025-08-21 01:15:57 INFO Loading model unet with settings {'name': 'unet', 'encoder_name': 'se_resnext50_32x4d', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}
2025-08-21 01:18:33 INFO Epoch 001 | Train Loss: 1.9069 | Val Loss: 1.9028 | Dice: 0.4132 | softDice: 0.2563 | clDice: 0.5006 | softclDice: 0.7933 | IoU: 0.2605 | Tversky: 0.4132 | Hausdorff: 428.5754 | HD95: 81.9672 | val_loss: 1.9028 | LR: 0.001000
2025-08-21 01:20:44 INFO Epoch 002 | Train Loss: 1.6430 | Val Loss: 1.8279 | Dice: 0.4443 | softDice: 0.3675 | clDice: 0.4915 | softclDice: 0.5999 | IoU: 0.2858 | Tversky: 0.4443 | Hausdorff: 256.8004 | HD95: 57.0878 | val_loss: 1.8279 | LR: 0.001000
2025-08-21 01:23:21 INFO Epoch 003 | Train Loss: 1.5849 | Val Loss: 1.8178 | Dice: 0.4599 | softDice: 0.4261 | clDice: 0.5214 | softclDice: 0.5273 | IoU: 0.2988 | Tversky: 0.4599 | Hausdorff: 252.6564 | HD95: 58.6846 | val_loss: 1.8178 | LR: 0.001000
2025-08-21 01:26:00 INFO Epoch 004 | Train Loss: 1.5664 | Val Loss: 1.8176 | Dice: 0.4615 | softDice: 0.4400 | clDice: 0.5215 | softclDice: 0.5096 | IoU: 0.3002 | Tversky: 0.4615 | Hausdorff: 524.4494 | HD95: 66.3125 | val_loss: 1.8176 | LR: 0.001000
2025-08-21 01:28:37 INFO Epoch 005 | Train Loss: 1.5638 | Val Loss: 1.8119 | Dice: 0.4580 | softDice: 0.4390 | clDice: 0.5038 | softclDice: 0.5142 | IoU: 0.2972 | Tversky: 0.4580 | Hausdorff: 415.0125 | HD95: 63.3521 | val_loss: 1.8119 | LR: 0.001000
2025-08-21 01:31:09 INFO Epoch 006 | Train Loss: 1.5490 | Val Loss: 1.8098 | Dice: 0.4643 | softDice: 0.4517 | clDice: 0.5133 | softclDice: 0.5023 | IoU: 0.3026 | Tversky: 0.4643 | Hausdorff: 422.4998 | HD95: 53.2750 | val_loss: 1.8098 | LR: 0.001000
2025-08-21 01:33:41 INFO Epoch 007 | Train Loss: 1.5597 | Val Loss: 1.8043 | Dice: 0.4476 | softDice: 0.4384 | clDice: 0.4910 | softclDice: 0.5201 | IoU: 0.2888 | Tversky: 0.4476 | Hausdorff: 257.2350 | HD95: 71.0927 | val_loss: 1.8043 | LR: 0.001000
2025-08-21 01:36:22 INFO Epoch 008 | Train Loss: 1.5589 | Val Loss: 1.8184 | Dice: 0.4636 | softDice: 0.4536 | clDice: 0.5224 | softclDice: 0.4934 | IoU: 0.3019 | Tversky: 0.4636 | Hausdorff: 399.3638 | HD95: 60.7582 | val_loss: 1.8184 | LR: 0.001000
2025-08-21 01:38:53 INFO Epoch 009 | Train Loss: 1.5495 | Val Loss: 1.8126 | Dice: 0.4652 | softDice: 0.4569 | clDice: 0.5196 | softclDice: 0.4908 | IoU: 0.3034 | Tversky: 0.4652 | Hausdorff: 380.5076 | HD95: 54.7494 | val_loss: 1.8126 | LR: 0.001000
2025-08-21 01:41:27 INFO Epoch 010 | Train Loss: 1.5424 | Val Loss: 1.8065 | Dice: 0.4625 | softDice: 0.4566 | clDice: 0.5124 | softclDice: 0.4922 | IoU: 0.3011 | Tversky: 0.4625 | Hausdorff: 245.2466 | HD95: 60.0277 | val_loss: 1.8065 | LR: 0.001000
2025-08-21 01:44:01 INFO Epoch 011 | Train Loss: 1.5498 | Val Loss: 1.8143 | Dice: 0.4663 | softDice: 0.4593 | clDice: 0.5135 | softclDice: 0.4923 | IoU: 0.3043 | Tversky: 0.4663 | Hausdorff: 383.1299 | HD95: 48.5985 | val_loss: 1.8143 | LR: 0.001000
