2025-08-21 01:09:25 INFO Starting training with configuration: {'model': {'name': 'unet', 'encoder_name': 'se_resnext50_32x4d', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}, 'dataset': {'root': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers', 'patch_size': [512, 512], 'stride': [256, 256], 'num_patches': 50, 'num_workers': 4, 'feature_dirs': {'image': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/enhanced_images', 'mask': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/masks', 'distance': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/distance_maps_pt'}}, 'train': {'batch_size': 32, 'num_epochs': 70, 'learning_rate': 0.001, 'accumulation_steps': 1, 'save_dir': '/data/smadper@alumno.upv.es/TFM/checkpoints_cv2/unet/20250821_010925_unet_se_resnext50_32x4d_bce0.5_ftversky0.5_a0.3_b0.7_g0.75', 'log_interval': 1, 'patience': 20, 'mixed_precision': True, 'experiment_name': 'unet_se_resnext50_32x4d_bce0.5_ftversky0.5_a0.3_b0.7_g0.75', 'timestamp': '20250821_010925'}, 'test': {'batch_size': 1}, 'loss': {'name': 'bce', 'cldice_alpha': 0.2, 'tversky_alpha': 0.3, 'tversky_beta': 0.7, 'focal_tversky_gamma': 0.75, 'use_topographic': False, 'combine_with': 'focal_tversky', 'weights': {'main': 0.5, 'combined': 0.5}, 'topo': {'alpha': 2.0, 'beta': 1.0}}}
2025-08-21 01:09:25 INFO Experiment name: unet_se_resnext50_32x4d_bce0.5_ftversky0.5_a0.3_b0.7_g0.75
2025-08-21 01:09:25 INFO ===== Fold 1 / 5 =====
2025-08-21 01:09:25 INFO Loading model unet with settings {'name': 'unet', 'encoder_name': 'se_resnext50_32x4d', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}
2025-08-21 01:11:12 INFO Epoch 001 | Train Loss: 0.6490 | Val Loss: 7.0346 | Dice: 0.3270 | softDice: 0.1855 | clDice: 0.3407 | softclDice: 0.8383 | IoU: 0.1972 | Tversky: 0.3270 | Hausdorff: 845.4173 | HD95: 505.5449 | val_loss: 7.0346 | LR: 0.001000
2025-08-21 01:12:54 INFO Epoch 002 | Train Loss: 0.4632 | Val Loss: 0.4291 | Dice: 0.4285 | softDice: 0.3106 | clDice: 0.4748 | softclDice: 0.6698 | IoU: 0.2730 | Tversky: 0.4285 | Hausdorff: 238.2204 | HD95: 69.3386 | val_loss: 0.4291 | LR: 0.001000
2025-08-21 01:14:34 INFO Epoch 003 | Train Loss: 0.4236 | Val Loss: 0.3967 | Dice: 0.4552 | softDice: 0.3758 | clDice: 0.5085 | softclDice: 0.5947 | IoU: 0.2950 | Tversky: 0.4552 | Hausdorff: 236.3139 | HD95: 45.1061 | val_loss: 0.3967 | LR: 0.001000
2025-08-21 01:16:17 INFO Epoch 004 | Train Loss: 0.4147 | Val Loss: 0.3892 | Dice: 0.4570 | softDice: 0.3954 | clDice: 0.5198 | softclDice: 0.5593 | IoU: 0.2963 | Tversky: 0.4570 | Hausdorff: 286.1748 | HD95: 49.9684 | val_loss: 0.3892 | LR: 0.001000
2025-08-21 01:17:58 INFO Epoch 005 | Train Loss: 0.4076 | Val Loss: 0.3862 | Dice: 0.4639 | softDice: 0.3943 | clDice: 0.5329 | softclDice: 0.5526 | IoU: 0.3021 | Tversky: 0.4639 | Hausdorff: 421.4761 | HD95: 50.4002 | val_loss: 0.3862 | LR: 0.001000
2025-08-21 01:19:40 INFO Epoch 006 | Train Loss: 0.4022 | Val Loss: 0.3821 | Dice: 0.4652 | softDice: 0.4107 | clDice: 0.5395 | softclDice: 0.5277 | IoU: 0.3033 | Tversky: 0.4652 | Hausdorff: 256.5425 | HD95: 44.8057 | val_loss: 0.3821 | LR: 0.001000
2025-08-21 01:21:21 INFO Epoch 007 | Train Loss: 0.4007 | Val Loss: 0.3735 | Dice: 0.4788 | softDice: 0.4243 | clDice: 0.5452 | softclDice: 0.5164 | IoU: 0.3150 | Tversky: 0.4788 | Hausdorff: 390.5314 | HD95: 39.3543 | val_loss: 0.3735 | LR: 0.001000
2025-08-21 01:23:02 INFO Epoch 008 | Train Loss: 0.4001 | Val Loss: 0.3797 | Dice: 0.4657 | softDice: 0.4086 | clDice: 0.5323 | softclDice: 0.5291 | IoU: 0.3037 | Tversky: 0.4657 | Hausdorff: 375.7244 | HD95: 39.9428 | val_loss: 0.3797 | LR: 0.001000
2025-08-21 01:24:42 INFO Epoch 009 | Train Loss: 0.4000 | Val Loss: 0.3806 | Dice: 0.4760 | softDice: 0.4225 | clDice: 0.5324 | softclDice: 0.5168 | IoU: 0.3126 | Tversky: 0.4760 | Hausdorff: 311.7348 | HD95: 43.4122 | val_loss: 0.3806 | LR: 0.001000
2025-08-21 01:26:22 INFO Epoch 010 | Train Loss: 0.3970 | Val Loss: 0.3761 | Dice: 0.4711 | softDice: 0.4175 | clDice: 0.5359 | softclDice: 0.5180 | IoU: 0.3083 | Tversky: 0.4711 | Hausdorff: 385.8958 | HD95: 39.3036 | val_loss: 0.3761 | LR: 0.001000
2025-08-21 01:28:02 INFO Epoch 011 | Train Loss: 0.3958 | Val Loss: 0.3692 | Dice: 0.4809 | softDice: 0.4335 | clDice: 0.5513 | softclDice: 0.4973 | IoU: 0.3168 | Tversky: 0.4809 | Hausdorff: 282.0879 | HD95: 39.1041 | val_loss: 0.3692 | LR: 0.001000
2025-08-21 01:29:43 INFO Epoch 012 | Train Loss: 0.3928 | Val Loss: 0.3717 | Dice: 0.4775 | softDice: 0.4247 | clDice: 0.5453 | softclDice: 0.5062 | IoU: 0.3138 | Tversky: 0.4775 | Hausdorff: 252.6371 | HD95: 41.5267 | val_loss: 0.3717 | LR: 0.001000
2025-08-21 01:31:22 INFO Epoch 013 | Train Loss: 0.3954 | Val Loss: 0.3709 | Dice: 0.4779 | softDice: 0.4274 | clDice: 0.5461 | softclDice: 0.5068 | IoU: 0.3142 | Tversky: 0.4779 | Hausdorff: 237.4253 | HD95: 40.2154 | val_loss: 0.3709 | LR: 0.001000
2025-08-21 01:33:03 INFO Epoch 014 | Train Loss: 0.3908 | Val Loss: 0.3672 | Dice: 0.4825 | softDice: 0.4338 | clDice: 0.5525 | softclDice: 0.4938 | IoU: 0.3182 | Tversky: 0.4825 | Hausdorff: 283.3288 | HD95: 36.0869 | val_loss: 0.3672 | LR: 0.001000
2025-08-21 01:34:43 INFO Epoch 015 | Train Loss: 0.3932 | Val Loss: 0.3718 | Dice: 0.4772 | softDice: 0.4206 | clDice: 0.5413 | softclDice: 0.5122 | IoU: 0.3136 | Tversky: 0.4772 | Hausdorff: 430.9971 | HD95: 38.9529 | val_loss: 0.3718 | LR: 0.001000
2025-08-21 01:36:22 INFO Epoch 016 | Train Loss: 0.3915 | Val Loss: 0.3747 | Dice: 0.4715 | softDice: 0.4242 | clDice: 0.5289 | softclDice: 0.5134 | IoU: 0.3087 | Tversky: 0.4715 | Hausdorff: 246.2976 | HD95: 38.3279 | val_loss: 0.3747 | LR: 0.001000
2025-08-21 01:38:02 INFO Epoch 017 | Train Loss: 0.3901 | Val Loss: 0.3671 | Dice: 0.4840 | softDice: 0.4365 | clDice: 0.5546 | softclDice: 0.4897 | IoU: 0.3195 | Tversky: 0.4840 | Hausdorff: 239.7633 | HD95: 36.5545 | val_loss: 0.3671 | LR: 0.001000
2025-08-21 01:39:41 INFO Epoch 018 | Train Loss: 0.3923 | Val Loss: 0.3699 | Dice: 0.4796 | softDice: 0.4287 | clDice: 0.5482 | softclDice: 0.4987 | IoU: 0.3157 | Tversky: 0.4796 | Hausdorff: 277.6361 | HD95: 35.4921 | val_loss: 0.3699 | LR: 0.001000
2025-08-21 01:41:20 INFO Epoch 019 | Train Loss: 0.3899 | Val Loss: 0.3675 | Dice: 0.4859 | softDice: 0.4296 | clDice: 0.5471 | softclDice: 0.4974 | IoU: 0.3211 | Tversky: 0.4859 | Hausdorff: 243.6171 | HD95: 35.5524 | val_loss: 0.3675 | LR: 0.001000
2025-08-21 01:42:59 INFO Epoch 020 | Train Loss: 0.3901 | Val Loss: 0.3760 | Dice: 0.4657 | softDice: 0.4223 | clDice: 0.5314 | softclDice: 0.5176 | IoU: 0.3038 | Tversky: 0.4657 | Hausdorff: 244.0917 | HD95: 39.5985 | val_loss: 0.3760 | LR: 0.001000
2025-08-21 01:44:38 INFO Epoch 021 | Train Loss: 0.3909 | Val Loss: 0.3718 | Dice: 0.4770 | softDice: 0.4237 | clDice: 0.5386 | softclDice: 0.5119 | IoU: 0.3134 | Tversky: 0.4770 | Hausdorff: 249.0014 | HD95: 42.6788 | val_loss: 0.3718 | LR: 0.001000
