2025-08-21 01:02:28 INFO Starting training with configuration: {'model': {'name': 'unet', 'encoder_name': 'se_resnext50_32x4d', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}, 'dataset': {'root': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers', 'patch_size': [512, 512], 'stride': [256, 256], 'num_patches': 50, 'num_workers': 4, 'feature_dirs': {'image': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/enhanced_images', 'mask': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/masks', 'distance': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/distance_maps_pt'}}, 'train': {'batch_size': 32, 'num_epochs': 70, 'learning_rate': 0.001, 'accumulation_steps': 1, 'save_dir': '/data/smadper@alumno.upv.es/TFM/checkpoints_cv2/unet/20250821_010228_unet_se_resnext50_32x4d_bce0.5_dice0.5', 'log_interval': 1, 'patience': 20, 'mixed_precision': True, 'experiment_name': 'unet_se_resnext50_32x4d_bce0.5_dice0.5', 'timestamp': '20250821_010228'}, 'test': {'batch_size': 1}, 'loss': {'name': 'bce', 'cldice_alpha': 0.3, 'tversky_alpha': 0.3, 'tversky_beta': 0.7, 'focal_tversky_gamma': 0.75, 'use_topographic': False, 'combine_with': 'dice', 'weights': {'main': 0.5, 'combined': 0.5}, 'topo': {'alpha': 2.0, 'beta': 1.0}}}
2025-08-21 01:02:28 INFO Experiment name: unet_se_resnext50_32x4d_bce0.5_dice0.5
2025-08-21 01:02:28 INFO ===== Fold 1 / 5 =====
2025-08-21 01:02:28 INFO Loading model unet with settings {'name': 'unet', 'encoder_name': 'se_resnext50_32x4d', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}
2025-08-21 01:04:09 INFO Epoch 001 | Train Loss: 0.6513 | Val Loss: 0.6187 | Dice: 0.4195 | softDice: 0.2091 | clDice: 0.4841 | softclDice: 0.7868 | IoU: 0.2655 | Tversky: 0.4195 | Hausdorff: 432.6733 | HD95: 77.6045 | val_loss: 0.6187 | LR: 0.001000
2025-08-21 01:05:52 INFO Epoch 002 | Train Loss: 0.4479 | Val Loss: 0.5777 | Dice: 0.4320 | softDice: 0.3243 | clDice: 0.4790 | softclDice: 0.6584 | IoU: 0.2757 | Tversky: 0.4320 | Hausdorff: 285.0142 | HD95: 75.9178 | val_loss: 0.5777 | LR: 0.001000
2025-08-21 01:07:30 INFO Epoch 003 | Train Loss: 0.4022 | Val Loss: 0.5688 | Dice: 0.4342 | softDice: 0.3647 | clDice: 0.4754 | softclDice: 0.6026 | IoU: 0.2776 | Tversky: 0.4342 | Hausdorff: 323.3590 | HD95: 60.5122 | val_loss: 0.5688 | LR: 0.001000
2025-08-21 01:09:10 INFO Epoch 004 | Train Loss: 0.3880 | Val Loss: 0.5667 | Dice: 0.4505 | softDice: 0.3916 | clDice: 0.5027 | softclDice: 0.5553 | IoU: 0.2909 | Tversky: 0.4505 | Hausdorff: 493.3271 | HD95: 55.9719 | val_loss: 0.5667 | LR: 0.001000
2025-08-21 01:10:49 INFO Epoch 005 | Train Loss: 0.3826 | Val Loss: 0.5658 | Dice: 0.4682 | softDice: 0.4133 | clDice: 0.5226 | softclDice: 0.5328 | IoU: 0.3059 | Tversky: 0.4682 | Hausdorff: 226.5998 | HD95: 50.0063 | val_loss: 0.5658 | LR: 0.001000
2025-08-21 01:12:33 INFO Epoch 006 | Train Loss: 0.3762 | Val Loss: 0.5622 | Dice: 0.4680 | softDice: 0.4140 | clDice: 0.5185 | softclDice: 0.5290 | IoU: 0.3057 | Tversky: 0.4680 | Hausdorff: 237.9526 | HD95: 46.4284 | val_loss: 0.5622 | LR: 0.001000
2025-08-21 01:14:14 INFO Epoch 007 | Train Loss: 0.3764 | Val Loss: 0.5660 | Dice: 0.4776 | softDice: 0.4293 | clDice: 0.5357 | softclDice: 0.5064 | IoU: 0.3140 | Tversky: 0.4776 | Hausdorff: 251.1443 | HD95: 44.5219 | val_loss: 0.5660 | LR: 0.001000
2025-08-21 01:15:59 INFO Epoch 008 | Train Loss: 0.3739 | Val Loss: 0.5627 | Dice: 0.4728 | softDice: 0.4136 | clDice: 0.5287 | softclDice: 0.5230 | IoU: 0.3099 | Tversky: 0.4728 | Hausdorff: 243.8706 | HD95: 40.3495 | val_loss: 0.5627 | LR: 0.001000
2025-08-21 01:17:38 INFO Epoch 009 | Train Loss: 0.3750 | Val Loss: nan | Dice: 0.4693 | softDice: 0.4421 | clDice: 0.5189 | softclDice: 0.4907 | IoU: 0.3070 | Tversky: 0.4693 | Hausdorff: 228.4313 | HD95: 51.3221 | val_loss: nan | LR: 0.001000
2025-08-21 01:19:21 INFO Epoch 010 | Train Loss: 0.3715 | Val Loss: 0.5674 | Dice: 0.4743 | softDice: 0.4219 | clDice: 0.5296 | softclDice: 0.5180 | IoU: 0.3112 | Tversky: 0.4743 | Hausdorff: 378.1860 | HD95: 43.2380 | val_loss: 0.5674 | LR: 0.001000
2025-08-21 01:21:04 INFO Epoch 011 | Train Loss: 0.3704 | Val Loss: 0.5662 | Dice: 0.4710 | softDice: 0.4201 | clDice: 0.5241 | softclDice: 0.5175 | IoU: 0.3084 | Tversky: 0.4710 | Hausdorff: 246.1407 | HD95: 37.6943 | val_loss: 0.5662 | LR: 0.001000
