2025-08-18 23:33:05 INFO Starting training with configuration: {'model': {'name': 'unet', 'encoder_name': 'se_resnext50_32x4d', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}, 'dataset': {'root': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers', 'patch_size': [512, 512], 'stride': [256, 256], 'num_patches': 50, 'num_workers': 4, 'feature_dirs': {'image': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/enhanced_images', 'mask': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/masks', 'distance': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/distance_maps_pt'}}, 'train': {'batch_size': 32, 'num_epochs': 50, 'learning_rate': 0.001, 'accumulation_steps': 1, 'save_dir': '/data/smadper@alumno.upv.es/TFM/checkpoints_cv2/unet/20250818_233305_unet_se_resnext50_32x4d_dice_cldice0.4', 'log_interval': 1, 'patience': 100, 'mixed_precision': True, 'experiment_name': 'unet_se_resnext50_32x4d_dice_cldice0.4', 'timestamp': '20250818_233305'}, 'test': {'batch_size': 1}, 'loss': {'name': 'dice_cldice', 'cldice_alpha': 0.5, 'use_topographic': False, 'combine_with': None, 'weights': {'main': 1.0, 'combined': 0.0}, 'topo': {'alpha': 2.0, 'beta': 1.0}}}
2025-08-18 23:33:05 INFO Experiment name: unet_se_resnext50_32x4d_dice_cldice0.4
2025-08-18 23:33:05 INFO ===== Fold 1 / 5 =====
2025-08-18 23:33:05 INFO Loading model unet with settings {'name': 'unet', 'encoder_name': 'se_resnext50_32x4d', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}
2025-08-18 23:35:09 INFO Epoch 001 | Train Loss: 0.7348 | Val Loss: 1.0000 | Dice: 0.1772 | softDice: 0.0887 | clDice: 0.2312 | softclDice: 0.6505 | IoU: 0.0974 | Tversky: 0.1772 | Hausdorff: 641.1147 | HD95: 137.8534 | val_loss: 1.0000 | LR: 0.001000
2025-08-18 23:37:22 INFO Epoch 002 | Train Loss: 0.6489 | Val Loss: 1.0000 | Dice: 0.2077 | softDice: 0.1620 | clDice: 0.3856 | softclDice: 0.5288 | IoU: 0.1161 | Tversky: 0.2077 | Hausdorff: 787.4395 | HD95: 118.0496 | val_loss: 1.0000 | LR: 0.001000
2025-08-18 23:39:33 INFO Epoch 003 | Train Loss: 0.6203 | Val Loss: 0.9040 | Dice: 0.2377 | softDice: 0.2261 | clDice: 0.3560 | softclDice: 0.5390 | IoU: 0.1354 | Tversky: 0.2377 | Hausdorff: 749.8545 | HD95: 140.3306 | val_loss: 0.9040 | LR: 0.001000
2025-08-18 23:42:30 INFO Epoch 004 | Train Loss: 0.6376 | Val Loss: 1.0000 | Dice: 0.1122 | softDice: 0.1149 | clDice: 0.2258 | softclDice: 0.6049 | IoU: 0.0595 | Tversky: 0.1122 | Hausdorff: 868.2056 | HD95: 395.0566 | val_loss: 1.0000 | LR: 0.001000
2025-08-18 23:44:56 INFO Epoch 005 | Train Loss: 0.6387 | Val Loss: 0.9024 | Dice: 0.1413 | softDice: 0.1425 | clDice: 0.2207 | softclDice: 0.8123 | IoU: 0.0762 | Tversky: 0.1413 | Hausdorff: 816.2902 | HD95: 187.9293 | val_loss: 0.9024 | LR: 0.001000
2025-08-18 23:47:04 INFO Epoch 006 | Train Loss: 0.6354 | Val Loss: 0.7891 | Dice: 0.1436 | softDice: 0.1446 | clDice: 0.2182 | softclDice: 0.6218 | IoU: 0.0775 | Tversky: 0.1436 | Hausdorff: 851.8847 | HD95: 299.3772 | val_loss: 0.7891 | LR: 0.001000
2025-08-18 23:49:00 INFO Epoch 007 | Train Loss: 0.7619 | Val Loss: 0.8858 | Dice: 0.1848 | softDice: 0.1809 | clDice: 0.2352 | softclDice: 0.7527 | IoU: 0.1025 | Tversky: 0.1848 | Hausdorff: 824.6653 | HD95: 217.7151 | val_loss: 0.8858 | LR: 0.001000
2025-08-18 23:51:00 INFO Epoch 008 | Train Loss: 0.7015 | Val Loss: 0.8389 | Dice: 0.1814 | softDice: 0.1795 | clDice: 0.2510 | softclDice: 0.7017 | IoU: 0.1000 | Tversky: 0.1814 | Hausdorff: 821.5973 | HD95: 194.5542 | val_loss: 0.8389 | LR: 0.001000
2025-08-18 23:53:04 INFO Epoch 009 | Train Loss: 0.7296 | Val Loss: 0.9222 | Dice: 0.1951 | softDice: 0.1931 | clDice: 0.2586 | softclDice: 0.7442 | IoU: 0.1085 | Tversky: 0.1951 | Hausdorff: 830.7636 | HD95: 189.7591 | val_loss: 0.9222 | LR: 0.001000
2025-08-18 23:55:05 INFO Epoch 010 | Train Loss: 0.7030 | Val Loss: 0.8396 | Dice: 0.2105 | softDice: 0.2084 | clDice: 0.2807 | softclDice: 0.7121 | IoU: 0.1178 | Tversky: 0.2105 | Hausdorff: 821.0028 | HD95: 192.8363 | val_loss: 0.8396 | LR: 0.001000
2025-08-18 23:57:12 INFO Epoch 011 | Train Loss: 0.7016 | Val Loss: 0.8278 | Dice: 0.2154 | softDice: 0.2132 | clDice: 0.2936 | softclDice: 0.6726 | IoU: 0.1209 | Tversky: 0.2154 | Hausdorff: 814.8500 | HD95: 197.7609 | val_loss: 0.8278 | LR: 0.001000
