2025-08-21 01:07:45 INFO Starting training with configuration: {'model': {'name': 'unet', 'encoder_name': 'se_resnext50_32x4d', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}, 'dataset': {'root': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers', 'patch_size': [512, 512], 'stride': [256, 256], 'num_patches': 50, 'num_workers': 4, 'feature_dirs': {'image': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/enhanced_images', 'mask': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/masks', 'distance': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/distance_maps_pt'}}, 'train': {'batch_size': 32, 'num_epochs': 70, 'learning_rate': 0.001, 'accumulation_steps': 1, 'save_dir': '/data/smadper@alumno.upv.es/TFM/checkpoints_cv2/unet/20250821_010745_unet_se_resnext50_32x4d_bce0.5_tversky1.0_a0.3_b0.7', 'log_interval': 1, 'patience': 20, 'mixed_precision': True, 'experiment_name': 'unet_se_resnext50_32x4d_bce0.5_tversky1.0_a0.3_b0.7', 'timestamp': '20250821_010745'}, 'test': {'batch_size': 1}, 'loss': {'name': 'bce', 'cldice_alpha': 0.2, 'tversky_alpha': 0.3, 'tversky_beta': 0.7, 'focal_tversky_gamma': 0.75, 'use_topographic': False, 'combine_with': 'tversky', 'weights': {'main': 0.5, 'combined': 1.0}, 'topo': {'alpha': 2.0, 'beta': 1.0}}}
2025-08-21 01:07:45 INFO Experiment name: unet_se_resnext50_32x4d_bce0.5_tversky1.0_a0.3_b0.7
2025-08-21 01:07:45 INFO ===== Fold 1 / 5 =====
2025-08-21 01:07:45 INFO Loading model unet with settings {'name': 'unet', 'encoder_name': 'se_resnext50_32x4d', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}
2025-08-21 01:09:27 INFO Epoch 001 | Train Loss: 0.9725 | Val Loss: 0.8004 | Dice: 0.4099 | softDice: 0.2497 | clDice: 0.4696 | softclDice: 0.7862 | IoU: 0.2578 | Tversky: 0.4099 | Hausdorff: 662.5204 | HD95: 98.6678 | val_loss: 0.8004 | LR: 0.001000
2025-08-21 01:11:09 INFO Epoch 002 | Train Loss: 0.6937 | Val Loss: 0.6799 | Dice: 0.4449 | softDice: 0.3597 | clDice: 0.4942 | softclDice: 0.6421 | IoU: 0.2863 | Tversky: 0.4449 | Hausdorff: 713.9176 | HD95: 67.4150 | val_loss: 0.6799 | LR: 0.001000
2025-08-21 01:12:51 INFO Epoch 003 | Train Loss: 0.6434 | Val Loss: 0.6107 | Dice: 0.4621 | softDice: 0.4057 | clDice: 0.5338 | softclDice: 0.5572 | IoU: 0.3007 | Tversky: 0.4621 | Hausdorff: 571.4692 | HD95: 50.4553 | val_loss: 0.6107 | LR: 0.001000
2025-08-21 01:14:38 INFO Epoch 004 | Train Loss: 0.6278 | Val Loss: 0.6073 | Dice: 0.4450 | softDice: 0.4080 | clDice: 0.5156 | softclDice: 0.5450 | IoU: 0.2863 | Tversky: 0.4450 | Hausdorff: 653.1453 | HD95: 64.5042 | val_loss: 0.6073 | LR: 0.001000
2025-08-21 01:16:29 INFO Epoch 005 | Train Loss: 0.6243 | Val Loss: 0.5840 | Dice: 0.4699 | softDice: 0.4336 | clDice: 0.5493 | softclDice: 0.5057 | IoU: 0.3073 | Tversky: 0.4699 | Hausdorff: 230.1109 | HD95: 42.9809 | val_loss: 0.5840 | LR: 0.001000
2025-08-21 01:18:10 INFO Epoch 006 | Train Loss: 0.6101 | Val Loss: 0.6013 | Dice: 0.4550 | softDice: 0.4154 | clDice: 0.5256 | softclDice: 0.5255 | IoU: 0.2947 | Tversky: 0.4550 | Hausdorff: 258.3207 | HD95: 47.4731 | val_loss: 0.6013 | LR: 0.001000
2025-08-21 01:19:56 INFO Epoch 007 | Train Loss: 0.6124 | Val Loss: 0.5877 | Dice: 0.4638 | softDice: 0.4291 | clDice: 0.5420 | softclDice: 0.5049 | IoU: 0.3021 | Tversky: 0.4638 | Hausdorff: 389.4344 | HD95: 43.3735 | val_loss: 0.5877 | LR: 0.001000
2025-08-21 01:21:44 INFO Epoch 008 | Train Loss: 0.6093 | Val Loss: 0.5844 | Dice: 0.4640 | softDice: 0.4325 | clDice: 0.5450 | softclDice: 0.4947 | IoU: 0.3022 | Tversky: 0.4640 | Hausdorff: 242.0077 | HD95: 46.9967 | val_loss: 0.5844 | LR: 0.001000
2025-08-21 01:23:24 INFO Epoch 009 | Train Loss: 0.6092 | Val Loss: 0.5774 | Dice: 0.4705 | softDice: 0.4367 | clDice: 0.5392 | softclDice: 0.5015 | IoU: 0.3078 | Tversky: 0.4705 | Hausdorff: 231.9863 | HD95: 42.3838 | val_loss: 0.5774 | LR: 0.001000
2025-08-21 01:25:07 INFO Epoch 010 | Train Loss: 0.5992 | Val Loss: 0.5846 | Dice: 0.4642 | softDice: 0.4305 | clDice: 0.5371 | softclDice: 0.5026 | IoU: 0.3025 | Tversky: 0.4642 | Hausdorff: 391.9011 | HD95: 45.7619 | val_loss: 0.5846 | LR: 0.001000
2025-08-21 01:26:49 INFO Epoch 011 | Train Loss: 0.6016 | Val Loss: 0.5715 | Dice: 0.4752 | softDice: 0.4473 | clDice: 0.5467 | softclDice: 0.4833 | IoU: 0.3118 | Tversky: 0.4752 | Hausdorff: 240.8015 | HD95: 43.6488 | val_loss: 0.5715 | LR: 0.001000
