2025-08-21 01:03:44 INFO Starting training with configuration: {'model': {'name': 'unet', 'encoder_name': 'se_resnext50_32x4d', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}, 'dataset': {'root': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers', 'patch_size': [512, 512], 'stride': [256, 256], 'num_patches': 50, 'num_workers': 4, 'feature_dirs': {'image': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/enhanced_images', 'mask': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/masks', 'distance': '/data/smadper@alumno.upv.es/TFM/datasets/laticifers/distance_maps_pt'}}, 'train': {'batch_size': 32, 'num_epochs': 70, 'learning_rate': 0.001, 'accumulation_steps': 1, 'save_dir': '/data/smadper@alumno.upv.es/TFM/checkpoints_cv2/unet/20250821_010344_unet_se_resnext50_32x4d_bce1.0_dice0.5', 'log_interval': 1, 'patience': 20, 'mixed_precision': True, 'experiment_name': 'unet_se_resnext50_32x4d_bce1.0_dice0.5', 'timestamp': '20250821_010344'}, 'test': {'batch_size': 1}, 'loss': {'name': 'bce', 'cldice_alpha': 0.3, 'tversky_alpha': 0.3, 'tversky_beta': 0.7, 'focal_tversky_gamma': 0.75, 'use_topographic': False, 'combine_with': 'dice', 'weights': {'main': 1.0, 'combined': 0.5}, 'topo': {'alpha': 2.0, 'beta': 1.0}}}
2025-08-21 01:03:44 INFO Experiment name: unet_se_resnext50_32x4d_bce1.0_dice0.5
2025-08-21 01:03:44 INFO ===== Fold 1 / 5 =====
2025-08-21 01:03:44 INFO Loading model unet with settings {'name': 'unet', 'encoder_name': 'se_resnext50_32x4d', 'encoder_weights': 'imagenet', 'classes': 1, 'activation': None, 'dropout': 0.2}
2025-08-21 01:05:25 INFO Epoch 001 | Train Loss: 0.8966 | Val Loss: 0.8702 | Dice: 0.0152 | softDice: 0.1073 | clDice: 0.0179 | softclDice: 0.9063 | IoU: 0.0077 | Tversky: 0.0152 | Hausdorff: 708.2374 | HD95: 457.7681 | val_loss: 0.8702 | LR: 0.001000
2025-08-21 01:07:05 INFO Epoch 002 | Train Loss: 0.5895 | Val Loss: 0.6440 | Dice: 0.4053 | softDice: 0.2624 | clDice: 0.4503 | softclDice: 0.7342 | IoU: 0.2543 | Tversky: 0.4053 | Hausdorff: 265.0293 | HD95: 63.1265 | val_loss: 0.6440 | LR: 0.001000
2025-08-21 01:08:44 INFO Epoch 003 | Train Loss: 0.5135 | Val Loss: 0.6191 | Dice: 0.4139 | softDice: 0.3108 | clDice: 0.4445 | softclDice: 0.6518 | IoU: 0.2613 | Tversky: 0.4139 | Hausdorff: 266.3219 | HD95: 62.2115 | val_loss: 0.6191 | LR: 0.001000
2025-08-21 01:10:24 INFO Epoch 004 | Train Loss: 0.4855 | Val Loss: 0.6305 | Dice: 0.4371 | softDice: 0.3525 | clDice: 0.4678 | softclDice: 0.6221 | IoU: 0.2800 | Tversky: 0.4371 | Hausdorff: 660.5020 | HD95: 61.3710 | val_loss: 0.6305 | LR: 0.001000
2025-08-21 01:12:01 INFO Epoch 005 | Train Loss: 0.4711 | Val Loss: 0.6085 | Dice: 0.4246 | softDice: 0.3483 | clDice: 0.4553 | softclDice: 0.6012 | IoU: 0.2698 | Tversky: 0.4246 | Hausdorff: 243.5560 | HD95: 53.3465 | val_loss: 0.6085 | LR: 0.001000
2025-08-21 01:13:38 INFO Epoch 006 | Train Loss: 0.4620 | Val Loss: 0.6145 | Dice: 0.4334 | softDice: 0.3652 | clDice: 0.4692 | softclDice: 0.5846 | IoU: 0.2769 | Tversky: 0.4334 | Hausdorff: 401.5454 | HD95: 58.1173 | val_loss: 0.6145 | LR: 0.001000
2025-08-21 01:15:16 INFO Epoch 007 | Train Loss: 0.4581 | Val Loss: 0.6214 | Dice: 0.4615 | softDice: 0.3832 | clDice: 0.5112 | softclDice: 0.5545 | IoU: 0.3003 | Tversky: 0.4615 | Hausdorff: 257.5573 | HD95: 42.5038 | val_loss: 0.6214 | LR: 0.001000
2025-08-21 01:16:53 INFO Epoch 008 | Train Loss: 0.4567 | Val Loss: 0.6101 | Dice: 0.4651 | softDice: 0.3889 | clDice: 0.5100 | softclDice: 0.5477 | IoU: 0.3034 | Tversky: 0.4651 | Hausdorff: 240.9653 | HD95: 46.6995 | val_loss: 0.6101 | LR: 0.001000
2025-08-21 01:18:29 INFO Epoch 009 | Train Loss: 0.4542 | Val Loss: 0.6097 | Dice: 0.4530 | softDice: 0.3899 | clDice: 0.4927 | softclDice: 0.5539 | IoU: 0.2931 | Tversky: 0.4530 | Hausdorff: 235.6442 | HD95: 51.6398 | val_loss: 0.6097 | LR: 0.001000
2025-08-21 01:20:06 INFO Epoch 010 | Train Loss: 0.4504 | Val Loss: 0.6078 | Dice: 0.4586 | softDice: 0.3874 | clDice: 0.4966 | softclDice: 0.5531 | IoU: 0.2979 | Tversky: 0.4586 | Hausdorff: 380.3745 | HD95: 40.6758 | val_loss: 0.6078 | LR: 0.001000
2025-08-21 01:21:46 INFO Epoch 011 | Train Loss: 0.4500 | Val Loss: 0.6178 | Dice: 0.4714 | softDice: 0.3975 | clDice: 0.5209 | softclDice: 0.5386 | IoU: 0.3087 | Tversky: 0.4714 | Hausdorff: 366.4781 | HD95: 38.2120 | val_loss: 0.6178 | LR: 0.001000
